	GSM4705199	GSM4705200	GSM4705201	GSM4705202	GSM4705203	GSM4705204	GSM4705205	GSM4705206
OSER1	722	441	291	407	337	352	483	357
SERINC3	2626	2349	1553	2095	3610	2973	2639	2484
PPP1R3D	23	12	15	11	17	15	9	6
AL139352.1	7	2	4	2	1	6	4	5
DMGDH	15	0	26	8	22	23	8	12
BHMT2	15	19	6	24	35	46	5	13
AP3B1	512	437	306	349	426	477	462	387
ZBED3	93	89	57	77	170	98	41	50
PATJ	81	44	58	76	55	49	27	41
KANK4	8	1	6	5	2	7	3	2
ANGPTL3	12	2	11	10	7	3	5	5
SYT4	6	1	13	3	6	8	5	10
SLC14A2	16	2	10	4	3	3	4	8
FBXO44	18	16	16	28	29	19	16	8
CPLANE2	12	6	6	3	2	6	10	7
CASP9	322	288	169	223	209	178	602	632
NMUR2	2	2	8	11	14	4	4	2
DCTN4	1357	1299	678	911	996	845	1869	1808
PDE6A	30	11	9	4	0	4	7	5
ATP8A2	54	27	40	26	75	33	29	25
MTUS2	20	17	6	9	5	5	12	11
ZMYM5	359	277	240	289	256	268	182	150
USPL1	362	276	235	357	387	347	422	364
XPO4	133	146	75	128	140	134	80	82
TPTE2	3	1	8	13	12	4	7	3
POMP	4592	2728	2482	3817	4225	4206	4950	3746
CDK8	132	66	41	71	113	92	51	77
ALOX5AP	188	119	153	190	192	147	638	512
HMGB1P5	601	397	485	630	525	449	1006	842
WASF3	150	103	77	142	138	109	95	69
RNF17	8	9	22	12	10	3	10	2
GPR12	2	1	0	2	0	0	2	3
CHRM3	415	338	288	404	404	420	366	357
MYH8	8	6	13	5	10	8	2	5
MYH10	369	382	223	249	200	219	224	212
PEMT	9690	5805	2573	3817	2601	2126	7340	6987
SCO1	216	193	122	190	384	297	177	164
MPRIP	245	171	181	217	238	194	181	180
CHI3L1	11	2	1	1	0	1	1	4
MYBPH	13	3	1	4	0	0	2	1
PIK3C2B	20	16	17	20	86	76	20	19
DSTYK	338	277	271	305	253	220	150	197
CHIT1	15	7	9	4	1	0	3	4
SLC41A1	271	431	213	253	288	199	497	509
LGR6	23	18	6	8	16	8	8	21
TMCC2	13	7	4	11	6	2	3	2
DCLK1	182	125	98	162	39	33	96	101
CCNA1	406	313	96	115	115	103	314	247
COG6	1065	787	336	441	1015	972	364	332
SPART	1047	887	691	902	785	684	675	623
RXFP2	3	1	7	17	6	3	4	2
EPSTI1	353	268	178	250	343	330	268	249
TRPC4	144	164	15	12	10	21	73	71
POSTN	4	16	13	12	11	18	6	6
RFXAP	29	14	16	20	20	8	5	6
TPT1	16145	12187	10079	12841	12516	10746	13035	11819
GPALPP1	318	219	165	211	237	228	179	166
STOML3	1	5	2	1	0	6	0	1
KL	90	60	30	44	49	42	46	61
RFC3	139	62	84	71	255	257	111	106
STARD13	577	452	174	214	198	151	200	223
IRS4	7	0	1	0	0	2	1	0
MORC4	87	58	70	87	83	83	84	73
BEX2	645	369	333	380	368	320	426	432
RNF128	93	63	26	36	19	18	33	29
GNG5P2	18	6	9	19	18	14	13	8
TBC1D8B	122	96	76	85	75	66	119	145
TCEAL4	6134	4324	3180	4663	3296	3075	4071	3348
BEX1	8339	4330	3689	4937	1318	1184	8128	7938
FAM104A	771	432	433	491	2894	2558	848	675
SLC39A11	117	65	56	79	94	107	74	75
EPHB2	37	22	13	15	9	8	7	8
SRRM1	749	626	459	797	679	687	688	517
BTBD2	100	112	78	75	144	104	56	54
PRAM1	7	1	3	4	2	4	3	4
KMT5C	15	20	13	14	10	11	3	13
ZNF414	10	10	3	12	23	14	7	6
PDE6B	58	48	34	54	100	84	46	52
HSPBP1	89	90	67	116	93	86	74	63
CSNK1G2	126	86	87	106	95	103	67	61
SLF1	60	45	38	76	106	82	51	41
CNDP2	188	141	190	286	294	272	158	111
MACROD1	20	17	13	17	19	14	14	17
WDR74	157	111	92	134	179	187	106	93
LGALS12	77	61	23	20	12	7	51	45
RTN3	1332	1311	826	1077	933	901	918	829
RARRES3	52	27	12	10	68	68	22	7
HRASLS2	13	5	3	8	1	1	4	2
MYH11	140	158	139	189	24	28	40	33
FOPNL	630	488	289	418	581	537	397	370
MED10	1535	884	497	664	524	544	771	695
PDZD2	278	272	184	189	159	119	362	412
MORC2	121	69	88	98	72	90	68	60
LARGE1	73	57	40	49	67	38	25	36
GSTT2B	67	33	14	22	51	29	6	4
MYO18B	23	15	10	7	4	0	3	3
SLC2A11	55	49	35	42	77	72	38	39
C1QTNF6	69	37	35	49	23	28	24	20
GGT2	9	1	0	0	0	0	2	1
FAM83F	22	4	13	8	10	4	1	9
SEC14L4	21	7	3	10	4	3	13	10
ZDHHC8P1	17	34	35	52	42	33	31	35
GIMAP6	5	6	5	4	2	0	6	2
GIMAP4	3	6	4	2	3	0	1	3
ADCK2	35	35	23	32	43	38	14	22
MKRN1	528	322	281	363	395	283	293	290
AGAP3	81	42	40	69	39	33	35	35
KRBA1	28	33	11	22	11	13	4	13
ZNF767P	36	35	10	25	26	21	13	18
ACTR3B	71	53	42	38	57	54	56	42
NTS	35	6	0	13	1692	1360	235	25
BTG1	866	681	446	617	571	520	772	773
LRRIQ1	27	13	32	20	28	30	13	18
C12orf29	187	106	116	148	146	119	120	85
ATP13A3	636	587	376	491	555	484	300	319
SFTPD	14	3	2	8	0	1	2	1
DYDC2	4	1	4	5	4	4	3	2
TMEM254	259	176	121	188	324	282	223	168
TMTC1	190	154	96	109	191	150	182	176
KRAS	1008	631	378	560	396	367	392	375
IPO8	355	270	242	299	395	308	249	285
LARS	1099	874	608	827	1311	1185	760	755
SPINK5	12	4	58	27	42	43	4	15
IMPA1	319	191	162	243	193	193	206	200
LRRCC1	54	37	57	36	67	71	62	43
E2F5	1065	544	500	651	742	656	753	705
CA1	3	0	19	13	9	5	0	4
CCDC59	468	292	203	271	318	298	414	330
SWAP70	263	234	113	145	168	143	60	75
ARNTL	541	433	319	417	345	291	451	479
LYVE1	90	73	29	40	197	172	58	35
AMPD3	59	20	31	35	61	30	30	40
SBF2	368	328	242	318	248	271	203	196
MICAL2	78	46	80	60	398	329	157	120
RRAS2	722	573	388	464	796	719	477	492
HSD17B4	583	514	421	500	816	781	469	329
ZFC3H1	862	609	528	773	517	506	496	535
TEX15	39	50	37	15	37	23	29	28
SARAF	4402	3485	2299	2919	2795	2368	3790	3369
RNF122	25	20	41	50	128	96	14	16
DUSP26	7	0	7	4	4	4	0	1
DPF2	277	267	162	219	255	225	149	125
MEN1	62	45	39	50	67	65	31	40
ERG28	3345	2407	1416	1984	1237	1075	1738	1628
GSC	0	0	1	0	2	0	2	0
DGLUCY	103	83	74	91	145	142	68	74
UNC79	16	14	29	18	21	21	7	4
NUMB	644	592	314	459	436	412	411	432
CATSPERB	25	13	30	17	12	15	10	12
VRTN	7	5	5	3	1	0	1	2
COX16	951	599	647	951	961	838	757	698
TTC9	109	98	73	84	48	63	75	82
MED6	544	435	364	436	523	417	412	373
EIF2S1	2867	1733	1442	1986	3114	2924	3118	2420
ADAM20	2	0	8	2	9	0	1	0
LOXL2	100	47	74	78	12	25	47	60
ELP3	127	111	97	131	176	134	91	103
PEBP4	4	6	2	0	2	4	1	2
ADAMDEC1	4	3	15	6	14	7	8	4
CTIF	147	68	168	207	184	148	100	125
MRO	10229	8355	4445	6075	3115	2878	13902	13013
MBD2	531	359	386	436	349	307	290	315
IER3IP1	1305	857	585	755	1151	860	1131	895
MRPS36	1035	443	508	725	991	800	634	560
CCNB1	104	61	56	120	60	63	98	56
CDK7	363	267	162	319	345	257	299	205
CD180	4	2	2	2	6	5	4	1
IRAK2	10	4	9	6	4	5	0	2
CAMK1	418	340	173	190	197	192	127	144
THUMPD3	296	190	172	205	356	339	318	273
VHL	312	380	199	217	277	228	116	165
BHLHE40	24	23	49	63	161	127	103	120
ARL8B	1199	980	565	753	1112	946	636	537
EDEM1	315	167	154	227	675	571	249	223
CNTN6	11	5	39	42	34	27	9	21
CHL1	773	571	422	524	240	173	327	309
MEIS2	194	144	120	131	351	258	124	126
DPH6	161	117	111	122	236	221	111	122
KATNBL1	802	587	391	516	663	561	459	367
EMC7	1414	740	658	844	1488	1204	1328	1098
TRPM1	1	2	9	11	5	4	4	3
GNAT2	23	17	19	23	34	33	25	21
GSTM1	916	858	4	12	613	542	501	419
PRPF38B	644	540	531	652	661	615	556	472
REG4	0	2	5	13	3	1	1	2
TSPAN2	5	2	16	15	7	4	15	9
TSHB	4	0	6	6	12	3	5	4
GSTM5	34	34	27	14	26	14	18	22
GSTM3	50865	24741	18831	25826	16033	15546	29387	27924
SYT6	1	1	2	3	1	2	1	3
VAV3	3	2	23	9	25	13	5	7
CHIA	3	1	8	4	8	1	1	7
PSRC1	25	5	9	7	9	4	4	1
HMGCS2	2	8	6	1	0	0	2	6
PTPN22	5	6	8	10	14	6	10	9
SORT1	416	428	213	215	163	134	181	217
WNT2B	107	90	56	97	127	107	57	40
PTGFRN	202	165	109	146	246	198	121	120
LAMTOR5	3681	1963	1137	1524	3184	2755	2222	2279
ADAM30	1	0	0	3	0	0	0	0
NOTCH2	1129	1196	744	1026	1298	1026	1219	1293
TRIM45	18	8	5	9	2	8	9	15
CEPT1	248	196	141	188	270	182	153	122
CD101	13	4	12	3	8	12	6	4
VTCN1	3	1	7	9	7	8	3	5
NGF	4	7	0	2	1	1	1	0
AP4B1	75	82	46	71	147	129	76	42
NAPG	434	298	211	286	306	285	352	322
SPIRE1	304	230	141	176	295	285	154	138
PPHLN1	1574	1107	831	1131	1265	1134	1338	1081
FKBP11	884	532	583	653	7178	6498	3058	2555
ARF3	1539	1374	994	1131	1827	1459	1645	1532
TMEM106C	564	431	333	375	721	604	371	380
SLC38A2	12150	11140	4690	6806	5491	4993	5260	4250
PLEKHA8P1	54	36	44	76	49	46	43	33
YWHAQ	5573	3195	2672	3615	3656	3287	5315	4438
KIDINS220	784	611	480	618	683	642	401	416
GRHL1	38	18	13	8	14	13	18	6
ROCK2	349	255	232	210	437	421	152	157
RSAD2	188	166	19	17	24	13	9	10
MYCN	1	0	0	1	1	0	3	4
LPIN1	927	724	467	612	301	278	242	254
CMPK2	47	40	5	4	13	5	3	7
IAH1	2308	1040	831	1028	1052	1008	1115	939
LDHA	15736	8534	8867	10906	18412	16672	33156	26771
SAA2	1	8	9	8	5	8	3	5
ANO3	17	5	68	44	67	29	15	12
IL6ST	37752	28102	13975	18709	20613	18009	24635	25245
FST	2087	1382	672	1030	3149	2920	2201	2270
CFHR4	3	0	5	1	1	2	0	1
NAV1	111	120	97	155	75	109	144	170
CDC73	771	595	314	425	458	413	585	580
TIMM17A	1505	1232	914	1276	1232	1247	1668	1345
CRB1	11	12	47	43	53	19	11	9
CFHR5	3	3	1	6	1	3	0	1
ERN2	31	13	11	4	5	3	7	0
RPS15A	6517	5280	3922	5108	5493	4865	3685	3668
RAX	2	1	0	1	0	0	2	1
NARS	1117	680	605	818	901	935	846	671
GRP	2	1	5	3	3	1	0	2
RELCH	192	120	142	145	198	152	107	103
FBH1	200	144	100	158	241	223	98	102
RBM17	645	494	435	555	569	523	497	398
IL2RA	5	7	5	2	1	0	1	3
ANKRD16	30	21	7	15	13	12	13	7
ECHDC3	141	90	52	66	199	179	166	185
IL15RA	25	11	11	5	24	28	5	14
CCNH	680	377	286	399	415	375	606	508
HRH4	0	2	1	0	1	2	0	3
TMEM241	28	30	22	37	47	32	28	26
KCTD1	472	325	276	341	644	517	455	419
CABLES1	37	14	6	21	8	10	16	3
DOCK2	15	15	23	17	16	15	9	4
EMP1	381	303	93	145	37	41	88	99
SOX5	43	35	41	36	47	23	15	20
RERG	2	0	0	4	6	7	1	3
SLCO1B1	1	1	13	5	6	2	6	6
KLRD1	17	17	17	10	20	11	7	19
KLRC1	2	1	1	6	4	0	1	1
SPX	3	4	16	5	8	4	2	5
PRH2	8	2	2	4	2	0	2	2
LRP4	41	28	14	17	53	57	11	21
MYBPC3	31	9	5	18	3	4	6	9
DDB2	209	204	221	276	351	308	275	300
ACP2	205	167	148	209	215	208	121	146
USP26	3	3	21	14	14	4	2	11
RTL8C	1903	2352	1198	1797	1772	1479	1589	1480
RAB33A	136	55	60	95	15	17	139	119
SOX3	2	0	0	2	0	0	1	0
RBMX2	272	167	113	153	237	202	135	123
STK26	9	19	29	22	14	14	11	15
FOLH1B	3	2	7	9	9	12	3	1
PIWIL4	78	69	54	80	140	106	65	63
MTNR1B	20	9	11	21	2	0	1	4
PUM1	771	650	390	464	595	544	378	349
SPOCD1	619	462	488	637	94	75	273	299
YARS	678	492	421	518	956	850	393	391
PHC2	151	112	73	112	199	172	105	119
CDCA8	21	11	14	13	6	14	11	14
GNL2	398	346	339	556	617	588	455	451
AGO4	135	154	72	92	101	79	34	36
HOOK1	19	18	38	7	24	20	19	23
CYP2J2	9	3	23	14	19	16	2	2
BTF3L4	911	523	364	550	561	526	596	495
TUT4	418	412	242	368	338	343	243	209
PRPF38A	550	431	332	400	473	484	517	392
DSC2	194	177	226	250	198	135	164	170
DSG3	7	6	15	6	7	6	7	2
RNF138	149	95	82	142	110	95	113	104
ELP2	479	372	225	340	566	486	270	269
DSG1	3	4	6	0	5	3	4	11
DSC3	22	19	37	25	29	8	13	24
DSC1	9	4	17	6	8	8	5	4
DTNA	381	350	150	205	68	55	60	67
FHOD3	795	835	590	818	967	758	691	641
TPGS2	1195	949	567	715	1076	932	824	748
DAGLA	19	6	5	7	8	4	6	8
SLC43A3	81	97	60	89	207	206	65	77
TIMM10	421	227	285	316	558	453	409	434
GIF	6	7	6	1	1	5	1	1
DHX34	78	48	48	49	28	24	24	33
APLNR	0	0	0	0	0	0	2	0
FADS2	1644	2229	620	938	691	577	791	803
TMEM258	1885	1231	854	1140	1500	1160	1285	1423
TCN1	6	8	3	3	8	1	2	10
C5AR2	6	11	2	12	6	2	2	5
TMEM165	785	613	473	663	698	551	462	479
CLOCK	391	267	204	252	349	266	165	183
PDGFRA	76	59	44	67	87	59	73	60
GGACT	99	54	30	36	105	94	48	37
COL4A2	891	947	869	1290	1396	1051	855	933
CLDN10	9	3	9	6	3	7	9	7
DZIP1	22	21	31	38	19	21	18	15
UBAC2	569	404	270	315	496	507	523	434
ARGLU1	2618	1842	1066	1704	5216	4958	1427	1247
BIVM	133	96	87	108	116	113	76	67
ERCC5	287	327	228	315	333	313	281	229
TPP2	554	464	320	371	482	431	390	331
KDELC1	135	89	86	96	88	83	126	103
CARS2	163	106	96	128	215	141	129	97
ARHGAP32	158	134	69	65	91	72	87	81
STT3A	2106	2447	1179	1692	1507	1309	1439	1400
ADAMTS8	8	4	4	2	3	0	2	4
ACRV1	6	3	2	6	4	0	3	10
ETS1	39	42	20	51	15	17	9	10
SLC37A2	14	15	7	6	14	2	5	9
KLB	1	2	10	1	9	4	4	1
TMED7	844	441	379	491	565	533	583	533
APC	393	309	215	291	301	274	203	196
NREP	20665	17616	10431	14980	5343	4957	12506	12219
WDR36	262	220	190	238	336	345	204	219
OSTF1	225	185	147	185	285	230	161	163
RFK	288	218	162	189	262	256	191	155
UBQLN1	792	756	564	702	931	911	528	603
NAA35	372	343	208	257	291	244	280	244
C9orf40	16	10	14	18	24	15	11	8
ANXA1	579	372	169	312	86	60	136	118
CTSL	1004	594	693	782	1496	1283	1560	1250
CEMIP2	94	106	124	118	89	64	75	64
AGTPBP1	218	157	103	137	177	174	128	122
GOLM1	317	216	190	252	284	214	247	173
FAM189A2	10	3	14	14	19	11	9	6
PSAT1	88	68	11	13	7	15	24	14
ISCA1	603	414	256	361	711	615	616	496
ADAM19	50	44	54	54	14	17	54	37
HAVCR2	37	19	10	14	25	18	27	20
CCNJL	79	75	45	43	58	56	72	76
TAOK3	466	318	180	226	241	242	143	146
USP30	118	89	59	92	104	80	72	58
SDS	39	16	1	6	2	5	13	10
MSI1	14	5	4	7	4	2	2	2
HNF1A	24	6	3	8	9	2	4	11
FBXO21	591	396	240	300	1303	1302	451	517
TBX3	145	105	72	83	82	96	191	163
OASL	102	41	6	5	1	2	8	8
HRK	8	6	4	4	2	2	4	6
RNFT2	21	22	15	20	9	15	19	11
P2RX4	168	145	101	128	191	193	94	75
BICDL1	12	7	4	14	3	3	2	2
DTX1	15	3	2	2	2	2	6	15
TRAFD1	663	702	227	331	880	696	394	352
DMTF1	999	746	529	553	572	476	474	492
OCM2	2	0	0	5	0	1	1	3
TMEM243	290	104	138	136	129	114	127	126
CCDC146	85	43	90	77	74	55	58	54
TMEM60	687	383	236	296	316	305	249	179
CD36	43	55	33	29	63	38	35	18
UGT2A3	0	0	0	0	0	0	0	0
CSN2	0	0	6	3	5	2	2	1
UGT2B28	1	1	11	7	21	7	0	7
PNPLA8	1772	1236	858	1114	852	787	1626	1388
HILPDA	1039	779	300	375	4828	3900	575	591
FAM71F1	10	3	3	4	6	4	1	2
RINT1	169	123	98	132	191	163	146	88
SRPK2	725	639	372	532	966	934	516	560
KCP	334	163	190	239	224	240	428	319
TES	6903	5273	3308	4295	3254	2896	4542	3854
MDFIC	508	287	136	176	523	478	293	263
MTO1	166	150	117	243	213	205	95	123
ADGRB3	10	4	21	17	26	19	6	11
ANKRD6	149	144	98	134	423	365	77	81
HTR1B	4	4	0	2	0	1	3	1
KHDC1	23	15	10	8	8	13	10	10
CEP162	104	66	69	102	105	84	62	52
SYNCRIP	1209	1032	823	1162	1604	1273	1188	1044
SNX14	671	451	378	502	658	631	512	349
NT5E	97	77	31	53	24	22	52	42
MRAP2	9	6	5	7	4	10	15	11
EPHA7	12	7	42	54	43	16	33	36
AKIRIN2	327	266	192	228	220	202	230	212
ORC3	291	232	178	205	270	281	244	210
LCA5	127	145	62	60	47	49	63	53
MAP3K7	497	335	237	298	476	397	325	260
CGA	1	3	13	5	1	0	2	3
GJA10	2	2	1	1	2	0	1	4
PRR5L	14	10	8	9	11	7	11	18
LMO2	2	4	5	4	2	2	2	0
PHF21A	285	375	247	276	376	306	240	252
NAT10	127	111	114	158	297	218	110	107
EHF	6	0	22	15	15	2	3	6
ELF5	4	0	6	3	3	2	4	5
PRRG4	19	11	16	15	29	26	27	24
CAPRIN1	1191	889	740	1082	1125	1117	665	594
ATP5MC2	4095	2741	2181	2967	4039	3474	2398	2227
DNAJC14	154	150	147	137	197	194	105	138
CD63	17513	14601	9375	11906	17034	15576	22563	19346
PRPH	14	5	1	4	2	0	0	3
AVIL	97	52	57	56	80	55	26	33
AMHR2	87	49	47	55	73	55	38	45
LACRT	1	0	0	0	0	0	0	0
GDF11	189	146	92	135	86	74	153	129
GLS2	36	26	25	20	20	12	15	11
ITGA7	222	224	111	189	190	115	177	197
TESPA1	8	3	12	8	14	5	0	3
FAM186B	14	33	17	22	2	7	5	9
RDH5	20	26	25	30	13	27	20	29
AGAP2	72	33	33	55	39	41	51	44
BLOC1S1	1315	702	630	837	1012	1010	1000	935
KRT85	7	0	0	1	0	0	0	2
CDK4	856	561	626	681	864	881	643	552
PPP1R1A	12	16	13	10	5	7	13	10
TROAP	21	11	13	22	11	11	14	11
TSPAN31	1460	1312	873	1119	1378	1362	1036	849
B4GALNT1	20	10	4	6	4	6	5	8
TFCP2	176	154	114	126	245	185	105	106
COQ10A	35	17	14	19	36	29	18	11
FAIM2	22	18	12	2	3	6	2	6
PAN2	134	97	82	121	154	164	91	105
ESPL1	31	21	14	10	11	3	3	13
KRT87P	1	0	1	0	0	0	0	2
KRT7	16	1	3	5	0	1	2	3
ZC3H10	70	50	38	36	39	30	27	25
HNRNPA1	5235	4370	3657	4666	5490	4738	4347	3785
SLC26A10	16	8	5	5	4	5	5	3
ACVR1B	131	96	107	109	194	181	120	140
OS9	696	512	573	675	679	670	389	396
MIP	30	44	25	27	44	34	42	43
KCNH3	35	28	11	10	12	4	6	12
LTV1	283	206	169	145	326	298	330	239
MAP7	32	30	43	33	71	74	8	12
CD164	2210	1548	2152	2804	3107	2940	3881	3036
AFG1L	37	39	41	27	53	32	52	41
NHSL1	16	13	13	16	22	19	10	7
AHI1	430	303	208	260	388	346	271	251
HEY2	74	49	53	48	34	33	105	83
PKIB	5	2	10	5	13	8	3	10
TAAR5	0	1	1	2	0	0	0	1
NMBR	2	0	5	3	1	0	1	2
SMPD2	140	82	56	59	98	81	45	62
MICAL1	130	145	83	105	71	60	59	52
REPS1	1152	1320	637	868	597	619	455	456
STX11	56	58	2	12	19	22	5	4
TEC	19	15	19	16	14	18	15	22
PRADC1	313	181	146	141	184	174	202	184
SEMA4F	45	31	17	20	20	28	5	19
CCT7	1792	1503	1130	1429	1845	1664	1496	1398
EGR4	17	16	22	38	22	31	95	99
RAB11FIP5	101	70	75	67	63	56	61	65
SMYD5	45	50	45	58	88	70	46	27
DYSF	44	39	14	21	6	8	9	10
CCDC142	794	525	467	501	593	624	675	568
EMX1	6	5	6	5	2	2	2	1
KCNMB4	18	11	8	9	16	14	12	5
USP15	1001	682	516	689	957	772	506	454
GNS	899	803	525	700	2196	2041	447	518
CPM	5606	3929	2421	2803	7348	6562	5334	4710
MDM2	1629	1234	1197	1223	2560	2281	1160	1121
KLHL36	136	107	88	127	263	196	80	84
BCO1	7	2	2	6	1	1	2	5
MPHOSPH6	752	348	308	349	1022	918	856	702
CHST5	7	1	0	4	2	1	6	3
KIAA0513	50	29	38	41	129	110	30	32
DYNC1LI2	1039	935	752	831	970	855	722	679
FBXL8	6	11	6	7	8	3	1	6
FHOD1	103	82	71	93	59	38	19	24
CCDC102A	17	14	12	5	3	9	11	0
SLC9A5	26	34	26	32	9	12	7	8
AGT	4	1	2	0	2	0	0	2
ZNF670-ZNF695	11	5	3	2	6	5	5	5
PCNX2	54	53	69	50	44	43	32	43
KCNK1	194	152	74	131	13	15	7	9
URB2	47	25	42	72	91	48	24	25
EGLN1	291	202	140	222	335	309	430	422
CAPN9	3	2	0	0	5	1	2	1
COG2	183	151	130	179	173	165	140	105
ABCB10	88	49	35	64	91	69	35	27
NTPCR	409	262	220	231	382	363	308	265
TAF5L	85	49	86	116	149	141	70	47
GLUL	1032	753	622	904	3937	4024	621	548
STX6	180	125	91	124	123	122	78	76
RGS8	10	6	6	1	0	2	2	1
RNASEL	63	50	43	65	81	68	50	54
DHX9	787	629	621	791	795	791	593	562
KIAA1614	25	10	9	13	7	8	3	11
CEP350	419	321	244	382	417	366	326	302
NPL	31	24	20	21	17	26	23	21
FAM129A	143	139	259	257	131	97	87	65
PIGC	553	379	206	235	398	316	313	292
LAMC1	1451	1268	764	1065	768	801	617	636
RC3H1	343	348	177	236	253	294	183	184
GPR55	28	12	2	6	2	3	10	11
SP110	253	209	107	166	849	768	103	85
MRPL44	437	245	219	321	410	430	363	280
CHRND	21	3	1	6	0	3	0	2
PAX3	8	17	39	8	7	9	4	8
DOCK10	566	488	409	507	466	366	229	196
TTLL4	40	47	28	26	44	16	18	11
USP37	172	124	96	106	185	176	145	146
HTR2B	10	23	5	12	5	12	8	7
ITM2C	296	193	159	227	242	245	144	190
SLC19A3	6	8	10	8	22	33	19	6
SERPINE2	3987	3998	7084	10646	7578	6451	16144	11637
DNAJB2	114	78	56	60	82	77	67	82
WNT10A	1	4	2	3	1	2	3	1
TMBIM1	629	467	376	450	651	565	271	354
CYP27A1	13	4	3	5	3	1	3	5
EIF4E2	885	504	428	573	672	520	673	565
ARMC9	75	40	27	70	38	28	43	44
CAB39	374	216	181	204	247	258	174	159
COX5B	4537	1800	1665	2043	4062	3680	2853	2700
REV1	255	173	139	184	223	228	134	109
TSGA10	16	32	15	17	19	31	24	23
MFSD9	50	65	38	42	49	44	37	39
TMEM127	162	115	115	132	97	84	76	59
EDAR	8	2	3	5	1	0	1	5
TGFBRAP1	82	64	44	57	61	72	28	32
GCC2	659	536	277	491	576	579	383	397
MRPS9	427	256	188	258	459	444	356	272
GPR45	4	0	1	1	0	1	0	0
C2orf49	242	151	133	234	278	194	152	148
ANKRD36	148	144	121	116	140	166	85	58
EPC2	213	157	108	128	162	157	111	133
ARHGEF4	103	67	67	69	70	61	100	99
ISCU	673	389	292	513	592	532	631	467
ALDH1L2	44	38	40	26	44	26	28	22
STAB2	29	16	32	28	28	18	9	7
USP44	57	62	52	54	41	29	21	16
SCYL2	761	793	383	529	419	348	491	362
CKAP4	769	741	551	809	541	487	605	543
PLXNC1	269	196	213	236	303	345	220	198
APPL2	1485	1411	1432	1822	4663	4454	1697	1520
PWP1	1104	652	432	471	651	580	713	630
DRAM1	453	391	278	283	229	169	480	488
WASHC4	658	547	358	404	703	665	503	461
SLC41A2	181	125	72	88	147	88	170	141
VILL	14	11	7	8	12	24	9	5
FLNB	1695	1481	1079	1628	1824	1689	1517	1561
NEK3	203	127	79	133	170	214	106	78
PCDH8	3	0	0	0	0	2	0	0
VPS36	369	250	191	284	385	378	225	192
RNASEH2B	309	208	220	298	243	208	262	194
CKAP2	321	180	207	234	229	245	151	141
CNMD	0	4	0	0	0	2	2	3
TBC1D4	438	335	279	392	487	456	324	327
THSD1	28	16	15	13	34	26	6	6
BORA	55	47	21	30	76	65	37	25
LRCH1	41	34	25	28	41	27	41	31
SUCLA2	700	386	317	368	498	485	848	630
RCBTB1	319	253	282	259	912	822	282	275
MED4	926	547	494	660	719	703	739	603
PHF11	620	346	259	348	359	366	433	365
RPL13AP25	130	244	122	167	120	161	163	188
COG3	319	172	136	161	199	198	208	142
LMO7	94	64	55	78	48	37	60	52
SCEL	1	3	21	10	12	7	0	3
ITM2B	5180	3232	2974	4105	4206	3489	3679	3085
SPRY2	317	187	262	353	205	179	862	795
NUDT15	186	158	155	143	215	203	213	168
EDNRB	9	15	48	57	45	58	53	17
RCBTB2	95	63	39	90	87	51	62	55
LCP1	53	44	30	33	14	29	36	29
SETDB2	208	170	119	190	980	918	121	95
SCRN1	297	302	185	210	266	254	194	222
C7orf25	83	84	69	93	104	93	90	68
TNS3	168	152	86	101	408	336	198	176
SPDYE1	19	18	17	13	14	20	10	4
CHST12	51	46	32	36	40	31	21	22
IGF2BP3	12	2	11	21	8	4	11	8
GPNMB	81	69	4	6	7	6	18	12
RAPGEF5	13	7	23	20	23	5	9	12
RAC1	2232	2444	617	806	998	853	963	931
KDELR2	1722	1234	1104	1535	1187	1016	1658	1506
NUPL2	481	298	151	252	268	289	279	181
IL6	1	0	1	0	0	1	18	5
ZDHHC4	356	221	182	173	458	433	454	347
AOAH	6	7	14	11	7	5	3	5
BZW2	214	166	159	192	288	299	214	160
DGKB	11	8	37	24	33	24	4	12
TBRG4	100	65	70	97	148	177	101	94
DDX56	302	216	196	294	376	344	224	229
HUS1	216	205	110	164	246	246	173	175
NACAD	117	118	60	82	70	42	31	43
C7orf69	0	3	1	1	2	4	0	2
DBNL	320	240	262	344	326	280	216	227
CCM2	175	137	79	81	101	48	85	97
MYO1G	50	26	4	16	5	5	5	2
TTYH3	62	55	60	107	48	45	49	42
MMD2	5	2	3	2	1	2	1	1
CIDEB	31	26	30	31	26	40	14	24
AL355922.1	1	0	2	5	2	1	0	1
TTC5	201	137	105	117	147	119	95	123
NKX2-8	1	0	0	0	0	0	0	0
NKX2-1	1	1	0	3	0	0	0	0
ZFHX2	55	50	23	39	27	20	14	19
MTHFS	434	271	208	231	477	447	418	307
ADAMTS7	41	12	3	16	20	5	3	7
ABHD17C	29	15	14	17	15	13	11	11
IREB2	758	781	279	525	685	604	325	426
ALPK3	31	17	17	27	16	38	7	23
TM6SF1	10	9	16	15	13	2	10	9
CIB2	27	15	9	19	12	16	6	13
CALCOCO2	758	672	452	612	647	580	588	500
RSAD1	61	53	36	49	70	56	38	40
NMT1	240	197	172	222	263	212	146	133
MYCBPAP	13	18	13	13	17	21	6	7
SRSF1	1519	1120	906	1344	1399	1318	1011	932
VEZF1	666	556	365	496	446	443	292	337
CHAD	14	4	4	1	1	3	1	7
TACO1	82	54	48	70	140	96	53	80
TEX2	113	68	71	97	104	76	61	47
