	GSM5138279	GSM5138280	GSM5138281	GSM5138282	GSM5138283	GSM5138284	GSM5138285	GSM5138286	GSM5138287	GSM5138288
ATF5	14.44	9.98	11.99	13.97	10.06	15.69	10.35	7.13	9.94	10.36
FKBP1B	0.6	0.6	1.34	0.99	1.56	1.07	0.96	1.17	1.19	0.59
COPZ1	80.06	65.34	88.38	93.41	104.03	79.25	110.15	91.99	101.85	113.33
FKBP1AP1	3.67	5.68	2.52	2.52	0.52	2.19	2.97	3.11	2.09	2.43
COPG	191.56	188.5	237.52	197.22	230.11	236.38	253.46	189.76	255	260.96
RASA3	3.59	5.01	7.91	5.09	3.91	5.41	7.14	5.58	10.5	6.99
PHLDA1	434.5	400.97	461.03	428.84	414.3	382.91	279.96	384.26	394	464.49
MTF2	25.28	32.04	24.53	27.14	19.22	19.63	26.92	25.8	21.83	25.23
HSPA4L	5.49	6.26	4.25	4.31	3.15	10.37	3.98	6.9	4.57	6.75
DNAJC8	67.82	58.36	59.91	70.29	78.31	63.47	69.09	87.13	71.37	70.61
PUF60	116.15	74.49	111.31	97.98	130.47	109.65	94.78	110.58	99.8	117.33
SCAF8	129.83	124.63	121.79	130.26	89.84	111.69	108.52	91.85	124.96	121.94
NLGN4Y	0	0	0.02	0.05	0	0	0.11	0	0	0
KIAA1009	10.86	8.87	10.12	11.08	7.04	7.88	13.69	9.21	8.67	9.47
ZNF652	55.38	67.51	70.48	80.7	47.4	54.98	68.69	47.83	60.07	54.18
ZFP30	8.91	10.77	11.86	11.03	9.34	8.74	10.37	9.54	8.4	8.88
RHOBTB3	164.44	203.94	277.35	356.27	91.7	102.46	170.2	293.21	203.41	221.31
COBLL1	58.55	157.07	97.35	91.32	75.95	120.41	205.74	102.61	160.54	138.1
RNF44	14.61	19.02	21.23	16.14	9.56	14.87	14.52	7.54	11.7	13.3
DLGAP4	45.81	51.1	38.54	36.52	18.22	45.03	24.38	21.06	22.42	30.23
RAB11FIP2	45.71	47.32	39.62	44.83	31.13	37.17	50.08	45.23	51.99	49.25
PPM1E	24.74	16.38	19.15	19.84	9.36	14.33	16.2	18.03	16.72	15.79
FRMPD1	0.77	0.09	0.32	0.24	0.32	0.07	0.21	0.25	0	0.34
DOLK	25.45	19.55	27.38	20.77	23.65	22.68	22.51	18.84	25.03	30.47
VASH1	39.47	45.98	61.7	38.6	54.5	97.97	39.6	35.75	53.08	40.48
ZNF507	39.93	43.72	36.32	38.05	22.31	35.97	32.81	33.69	31.08	39.75
AAK1	245.4	276.42	222.48	175.86	92.93	202.81	162.05	181.31	218.27	219.88
CPEB3	6.84	7.36	5.34	8.37	4.51	4.26	4.09	2.58	2.97	3.95
ADNP2	38.31	42.04	48.16	54.63	39.31	56.18	42.14	35.32	50.38	49.49
ANKRD26	24.68	29.42	17.91	19.84	11.18	15.48	16.18	17.68	19.12	18.6
LMTK2	66.67	85.67	57.52	49.51	37.7	83.14	72.51	42.27	77.56	83.39
NTNG1	1.92	0.37	0.79	2.29	0.8	0.04	0.05	0.52	0.34	0.43
CHSY1	178.76	187.56	231.21	257.83	144.88	205.18	136.33	147.26	177.34	165.96
ICK	114.12	109.65	73.66	80.55	55.56	49.37	79.65	64.17	89.1	92.04
LPHN1	19.7	26.86	27.67	16.39	11.87	28.63	14.73	6.97	15.7	21.92
FKBP2	33.48	23.45	25.13	22.23	30.89	33.96	30.05	30.95	30.11	26.17
NLRP1	5.15	6.45	13.29	3.88	6.07	2.56	17.99	3.32	8.82	7.06
FNDC3A	146.36	139.96	155.86	138.11	87.61	98.31	111.68	151.8	118.19	156.68
ATG14	33.37	34.23	36.52	33.55	24.71	33.59	26.79	26.91	29.18	37.88
R3HDM2	72.97	80.1	69.7	65.88	42.47	72.55	58.1	38.68	52.77	50.89
SLITRK3	0	0	0.07	0.05	0	0	0	0	0	0.13
CNKSR2	1.17	1.74	3.03	1.86	0.4	0.61	0.91	2.53	1.76	1.13
FASTKD2	50.88	54.29	45.46	58.66	39.55	43.67	51.07	63.6	52.52	60.85
ZNF510	18.01	19.64	19.55	23.4	13.73	16.7	22.43	16.94	14.63	19.01
FKBP3	22.43	26.03	21.61	24.65	18.78	20.73	24.97	27.51	25.16	25.02
PPP6R1	75.25	73.93	72.74	51.62	49.43	87.95	59.01	49.75	57.1	65.89
NLGN1	5.08	1.2	3.8	2.55	1.02	0.91	1.98	6.88	1.69	2.48
SEC31A	297.05	295.97	348.77	326.63	274.31	308.86	283.99	285.96	354.19	362.13
DZIP1	3.03	1.82	2.04	2.3	2.63	1.56	1.79	3.07	1.57	1.35
PLEKHA6	0.3	0.8	1.65	1.07	0	1.06	0.24	0.35	0.4	0.79
ENPP4	3.31	7.2	11.83	8.18	8.42	5.89	11.9	12.88	17.46	8.7
INPP5F	12.22	11.96	16.77	17.98	11.71	14.24	12.14	14.65	17.53	13.93
MLXIP	41.77	47.29	36.48	28.16	8.76	51.07	20.11	27.61	22.53	29.91
TRAPPC8	83.48	76.89	88.74	82.66	68.43	61.5	82.94	88.45	93.17	107.14
MON1B	18.46	21.97	18.55	20.23	12.87	26.15	16.1	18.18	14.52	16.74
FKBP4	70.02	51.13	54.19	78.23	56.26	67	69.76	69.74	58.08	66.23
MORC2	28.27	33.68	26.98	27.37	14.19	26.92	25.56	24.3	18.73	22.63
ANKRD6	25.32	37.89	60.14	50.05	60.73	62.23	45.96	23.86	42.69	30.96
ZHX2	9.68	11.52	13.7	12.86	9.72	14.74	9.25	7.07	7.06	10.14
CLSTN1	250.66	295.37	332.86	277.75	211.77	326.13	227.77	124.43	237.03	286.75
WDR37	33.16	34.51	55.57	44.54	31.51	59.22	47.4	35.65	49.47	58.25
ABLIM3	4.17	1.64	2.01	0.38	0.48	0.11	1.93	2.21	0.96	1.01
FOXJ3	71.24	78.2	72.59	63.23	58.33	68.54	63.66	56.12	66.4	77.61
UBOX5	10.53	10.51	14.37	9.47	9.3	13.35	10.94	4.95	10.3	12.32
KIAA0907	30.32	33.02	35.74	29.02	28.52	32.96	25.91	31.78	29.06	35.27
FKBP5	949.04	1025.26	684.09	837.15	342.3	744.81	434.63	734.53	485.75	600.04
ZBTB1	38.12	43.28	44.69	50.31	25.96	30.54	35.05	46.84	49.31	41.79
ZNF365	0.34	0.43	0.63	0.75	0.18	0.27	0.19	0.14	0.5	0.34
BAHD1	28.42	28.13	27.63	22.13	19.92	31.46	16.6	18.42	22.03	23.97
DIS3	137.26	138.88	139.16	146.67	114.53	109.63	121.6	123.77	127.18	124.31
RPH3A	0	0.09	0.35	0	0	0	0.8	0.08	0.03	0.09
CEP164	51.94	52.55	51.23	35.87	38.61	49.83	36.66	43.17	39.56	32.09
DENND3	40.98	38.42	58.65	48.48	45.22	43.42	44.92	14.45	26.1	35.5
ARHGEF15	0	0.22	0.43	0.08	0	0.04	0.48	0.12	0.06	0.06
ALDOB	1.56	0.74	0.52	0.65	1.64	2.45	0.05	0.54	0.77	1.08
FOXG1	1.37	1.96	1.28	2.56	1.9	1.93	0.67	1.2	0.99	1.43
CARD8	23.33	30.95	31.04	19.23	19.42	17.95	36.33	21.56	23.79	28.63
ARSG	4.64	5.21	6.57	4.85	6.71	3.44	5.29	4.41	5.77	5.22
RUFY3	233.16	194.58	202.83	216.9	125.24	175.07	141.19	219.52	179.54	273.45
BTBD3	150.66	105.4	111.26	120.41	89.34	124.21	116.44	141.14	144.74	129.19
SBNO2	133.52	123.55	158.22	88.37	94.57	186.82	108.55	99.23	90.1	117.36
EPN2	25.88	26.55	25.49	19.12	20.87	25.97	17.03	21.58	18.76	21.77
TRAK1	30.98	33.32	36.11	38.03	20.79	37.06	26.87	23.45	30.76	28.42
DHX30	88.5	68.67	97.45	76.55	93.37	81.97	79.19	58.38	63.37	94.26
SACM1L	28.83	30.05	29.71	32.52	22.23	20.67	36.84	34.39	38.39	33.46
FAN1	28.5	24.79	27.48	27.02	23.23	27.08	25.93	25.27	28.69	26.27
WDR47	20.83	21.21	26.4	29.43	22.97	20.22	19.14	22.05	21.13	27.97
RALY	88.65	56.45	102.85	81.07	89.14	95.44	60.13	62.46	65.23	68.79
KLRK1	0.04	0.37	0.2	0.43	0.24	0	0.61	0.21	0.86	0.26
MMRN1	0.49	1.64	1.5	0.22	0.76	0.14	2.46	0.45	0.3	0.58
NCBP2	41.39	44.4	31.07	38.03	23.19	36.6	43.95	57.76	41.49	33.61
ZP1	0.19	0	0.27	0.05	0.2	0.04	0	0.04	0	0.05
CD93	26.65	30.62	97.27	12.63	26.16	14.31	70.64	14.08	33.73	78.87
MAPRE1	157.39	138.57	169.32	156.79	122.25	136.05	133.98	190.15	158.14	176.1
KIFAP3	97.24	71.63	67.05	74.81	61.42	63.63	50.05	97.91	67.18	67.76
MSRB2	17.29	12.56	18.76	22.87	30.13	17.7	22.38	19.87	22.73	19.68
MAPRE3	7.44	7.91	8.02	10.47	5.65	8.47	4.14	5.36	5.16	6.94
PLA2R1	16.8	22.45	22.32	20.32	14.25	19.49	13.8	23.08	27.2	17.93
ATF6	135.7	144.84	181.1	179.99	158.45	144.68	148.63	144.11	164.94	215.91
HABP4	22.43	24.45	23.68	24.69	22.89	43.76	25.83	33.45	25.09	21.61
SEPHS2	14.1	18.13	14.79	12.74	7.22	14.08	15	14.4	11.94	13.63
SEPHS1	21.05	23.08	26.72	25.58	24.27	23.61	25.85	25.97	19.57	24.5
RAB3GAP1	48.99	53.01	55.28	54.41	54.54	54.13	59.52	62.24	66.04	60.64
RAB18	90.72	100.07	80.43	99.45	66.35	78.69	94.83	117.3	105.72	84.56
POMZP3	1.3	1.2	1.68	2.25	1.54	2.72	3.37	1.42	1.2	1.61
SIRT2	35.81	28.8	48.18	44.31	71.36	54.29	46.55	32.27	55.61	51.1
RPIA	15.51	11.97	17.85	17.91	8.36	17.02	15.16	16.71	15.35	17.01
ELL2	193.07	217.18	420.54	315.43	216.08	258.59	191.46	265.49	322.54	295.94
SCAP	198.8	206.32	339.18	272.1	343.66	248.72	194.29	126.04	179.22	261.76
SNW1	50.9	45.17	41.62	48.24	42.17	47.09	45.53	46.74	43.78	40.76
FOXF1	0	0.09	0	0	0	0	0	0	0.09	0.05
SHANK2	0.53	1.13	0.73	0.3	0.48	0.64	0.53	0.08	0.03	0.59
DKK1	6.02	2.68	4.76	0.95	3.17	2.29	1.44	6.39	7.57	5.97
KIN	27.74	25.66	25.68	20.12	11.26	25.02	14.97	19.66	18.7	21.41
CCT5	193.93	154.09	183.39	200.58	173.6	161.25	233.01	279.92	214.84	257.45
PTGR1	5.88	7.28	3.37	8.41	10.18	6.52	10.24	12.53	5.66	7.46
FOXF2	0	0	0.05	0	0	0.04	0	0.1	0.06	0.02
SLC4A1AP	30.77	32.48	30.48	23.28	23.57	27.12	34.68	33.28	27.43	32.85
CYP2G1P	0.09	1.45	1.53	0.79	0.16	0.39	0.05	0.16	0.3	0.78
P2RX2	0	0.03	0.02	0	0	0.04	0	0.02	0	0
TRIM32	16.03	14.24	20.17	22.71	15.73	14.51	16.95	16.03	14.12	17.78
SCMH1	89.38	89.79	114.12	74.97	61.5	100.1	77.99	75.67	94.86	89.21
FOXC1	0.9	1.84	1.23	0.79	0.76	0.14	0.37	0.45	0.6	0.45
FOXD1	0	0.03	0.05	0	0.16	0.07	0	0	0	0.15
LAMB2P1	0.11	0.34	0.5	0.76	0.88	0.21	0.7	0.68	0.09	0.64
TPX2	15.62	17.02	49.97	29.74	53.68	72.39	74.43	36.39	70.87	43.4
PAXIP1	12.44	14.64	12.73	10.27	10.1	13.35	15.45	8.33	13.76	11.27
AKR7A3	0.08	0.12	0.47	0.23	0.48	0.68	0.53	0.37	0.06	0.31
NT5C2	51.86	48.81	53.59	49.21	31.61	43.03	52.4	41.53	43.35	53.17
EFR3B	0.81	1.64	1.16	1.29	0.68	0.66	0.83	1.32	0.67	0.85
FOXD4	0.49	0.31	0.25	0.49	0	0.5	0	0.25	0.09	0.21
TCF25	123.95	108.64	102.18	106.86	167.51	121.92	110.45	102.36	94.97	93.15
NINL	26.09	23.96	29.66	21.37	19.94	25.76	20.13	13.62	15.55	18.43
DIP2C	52.01	54.65	64.29	57.5	40.93	61.25	47.11	41.61	46.39	46.06
MAST1	0.04	0	0.12	0	0.32	0	0	0	0.23	0.02
PDCD11	62.05	63.78	64.58	59.81	36.8	55.12	56.73	73.43	47.45	68.82
ACIN1	132.39	155.81	133.2	115.83	86.97	140.3	116.09	98.42	91.19	100.36
SORCS3	0.08	0	0.05	0.12	0.86	0	0	0.12	0.11	0.06
SV2C	0.53	0.86	1.57	0.91	1.16	0.18	0.45	2.33	0.69	0.49
MYH15	0	0.06	0.27	0.38	0.72	0.57	0.05	0.12	0.03	0.14
FOXI1	0	0	0.02	0	0	0	0	0	0.11	0
PCNX	724.84	943.26	1133.46	865.46	721.72	836.56	1015.04	626.44	969.81	1073.1
KDM2A	156.32	178.12	155.38	130.24	90.26	171.3	120.79	118.45	112.52	150.66
HMGXB3	88.42	76.12	109.1	63.78	53.1	85.02	57.16	70.01	64.48	99.03
AZI1	4.72	3.1	3.8	3.48	5.13	4.96	3.42	3.65	1.84	2.9
CEP152	11.88	13.04	12.83	10.05	6.75	7.65	10.37	8.53	7.17	8.43
TTC39A	5.19	4.03	6.98	4.95	3.03	7.27	2.54	4.31	5.97	4.46
IGSF9B	0.58	0.25	0.58	0.65	0.04	0.86	0.7	1.2	0.49	0.75
LIMCH1	9.32	8.16	6.09	8.67	9.42	1.72	5.72	3.03	2.11	5.11
RIMS1	1.88	1.94	1.76	2.64	3.95	0.36	1.18	0.52	0.29	1.24
ABCF1	45.32	62.76	45.11	37.61	31.27	48.74	31.55	43.24	34.06	39.68
ALDOC	60.98	43.71	49.92	40.76	79.6	82.54	117.43	76.93	121.59	127.8
FOXL1	0	0	0.1	0	0.16	0	0	0	0	0.1
WDFY3	216.38	223.44	230.24	227.05	131.49	164.25	202.8	144.34	152.81	192.18
DAAM1	45.56	44.97	47.41	73.42	29.99	36.69	24.3	46.95	29.72	44.68
MAPKBP1	61.62	64.03	62.77	45.04	35.78	58.24	33.05	33.92	37.61	47.54
PLCH1	0.04	0.56	0.48	0.35	0	0	0.21	0.04	0.04	0.11
KLHDC10	50.21	45.27	52.75	53.24	37.96	48.26	50.37	55.33	48.34	58.54
FOXE3	0	0.06	0.11	0	0	0.11	0	0	0	0.07
RAB21	60.98	59.06	69.44	69.16	44.14	58.11	43.66	57.06	51.47	69.29
STK38L	25.75	23.87	29.31	29.92	28.66	16.52	27.16	25.12	24.6	25.7
SPEN	178.27	239.41	159.93	122.03	40.75	141.89	98.52	119.92	102.15	118.8
FBXO21	85.51	64.13	121.93	118.39	137.52	152.6	104.19	90.37	177.62	132.47
GOLGA8A	22.01	49.85	28.37	22.56	8.68	31.31	25.85	18.88	24.45	21.66
EXOSC7	13.8	10.88	13.17	11.4	10.96	12.45	14.68	18.65	12.43	13.29
FAIM2	0	0.15	0	0	0	0	0	0.12	0	0.24
CNOT1	293.2	328.38	411.57	321.8	231.71	380.49	396.23	287.42	369.33	492.01
FOXJ1	0.81	0.59	0.25	0.22	0.64	0.72	0.21	0.16	0.09	0.31
SNRNP200	189.16	211.7	209.95	187.08	132.75	233.18	199.83	181.12	168.33	235.92
PALLD	96.94	147.44	121.02	171.66	77.43	170.35	60.16	83.42	80.43	120.65
TMCC1	28.44	37.37	38.79	29.98	24.55	37.03	37.99	24.38	35.39	32.79
PDZRN3	12.82	5.66	15.86	20.84	18.54	10.3	17.33	8.47	9.79	15.45
UNC13A	0.64	0.68	0.65	0.11	0.02	0.61	0.67	0.54	0.46	0.92
MYO16	4.21	1.43	3.88	3.66	1.8	1.72	0.94	7.52	2.04	1.4
KDM1A	73.63	69.16	73.92	75.84	66.57	59.69	60.13	55.6	72.98	64.99
RBM34	30.23	34.56	41.2	30.91	25.84	32.14	27.94	33.22	31.21	33.42
FOXC2	0	0	0	0	0	0	0.11	0	0	0
KDM4B	57.5	60.85	61.55	43.03	36.4	94.78	57.51	49.75	42.06	63.7
MAST3	8.7	11.97	18.31	8.66	7.42	12.07	25.11	6.43	7.79	12.54
USP33	81.37	93.71	105.25	95.12	98.02	84.62	137.24	87.91	121.43	109.08
DOPEY1	46.92	49.05	64.03	50.69	36.76	40.84	49.62	42.76	45.99	55.13
SAMD4A	20.23	15.86	30.1	14.29	7.88	34.02	12.06	33.98	14.67	22.88
PHLPP2	88.84	89.87	93.6	76.4	58.87	65.65	60.8	70.62	73.63	82.97
ZNF292	110.25	133.53	99.01	107.32	70.44	78.94	136.25	85.65	115.41	104.6
PDZD2	59.21	56.17	81.55	45.34	31.93	50.5	30.08	29.8	39.14	53.39
WDTC1	43.52	49.43	55.61	36.83	37.58	47.45	33.02	26.3	24.98	35.32
XPO7	57.75	57.64	77.45	73.83	57.67	50.96	66.63	47.54	52.41	72.77
FOXE1	0	0.06	0.32	0.12	0	0.04	0.19	0.02	0.26	0.07
MYT1L	0	0	0.14	0	0	0	0	0	0	0.17
MON2	108.44	123.99	116.19	110.01	80.6	90.28	97.8	102.26	97.06	119.58
PDXDC1	64.25	65.46	65.82	50.48	43.64	51.16	50.67	57.62	51.62	50.31
TNIK	104.48	88.22	77.98	48.28	20.49	72.23	47.03	166.57	74.24	87.7
KIF21B	2.24	4.57	9.89	4.38	3.71	1.56	13.39	2.56	6.86	5.62
PDS5B	79.36	99.53	84.64	84.64	51.05	67.3	94.7	80	87.26	75.9
FNBP1	46.79	65.6	61.88	48.36	41.43	62.79	72.83	52.16	72.21	60.33
SMG1	308.5	334.59	367.85	328.68	163.38	297.43	265.14	266.5	276.43	380.31
FOXM1	2.59	2.21	3.95	1.82	4.27	2.26	1.04	1.61	2.04	2.07
ZHX3	48.05	47.04	52.01	35.55	22.07	46.4	38.07	35.71	39.42	42.99
ENDOD1	81.75	63.12	80.89	97.8	74.81	76.74	77.75	111.8	73.51	115.67
KIAA0913	120.55	120.09	147.29	96.01	97.05	118.07	81.36	65.57	75.28	113.67
NCOA6	55.92	66.45	43.82	48.2	21.09	56.96	47.88	28.36	37.43	38.38
NMNAT2	1.8	0.52	1.98	1.08	0.48	1.76	1.07	1.03	1.14	0.6
CLUAP1	21.58	19.55	14.82	13.66	11.31	14.74	16.07	15.79	14.72	12.01
FOXD2	0	0.03	0.15	0	0.08	0.04	0.05	0	0.06	0.07
ZNF609	115.87	107.76	105.57	78.55	44.84	94.31	69.35	51.15	75.53	73.81
TBC1D9B	287.65	252.85	312.59	218	265.49	466.58	379.98	283.11	354.69	317.89
GGA2	42.78	42.63	49.5	42.86	21.67	45.41	32.86	31.61	24.73	44.68
WAPAL	110.51	109.46	96.22	110.89	79.34	94.44	105.29	93.68	102.65	99.22
SETX	337.99	339.54	365.61	319.17	193.55	250.21	313.35	329.87	309.07	370.03
KIAA0090	83.14	71.88	108.51	91.85	69.67	95.57	87.53	84.93	102.15	128.64
CAND2	10.77	5.77	11.29	9.17	14.25	10.34	7	5.61	5.52	11.98
SETD1B	27.03	36.76	24.62	16.57	10.64	28.25	18.42	9.95	16.02	16.86
FOXS1	0	0.06	0.12	0	0.28	0	0	0	0.09	0
FTSJD2	40.38	36.19	56.14	45.17	49.83	44.42	48.87	42.14	40.35	48.25
ERP44	62.9	65.38	53.49	84.79	62.1	67.41	71.76	59.29	83.4	64.74
HECW1	0	0.83	0.4	0.35	0.28	0.04	0.27	0.08	0	0.04
UHRF1BP1L	51.34	49.29	57.72	44.1	29.14	43.76	52.11	67.78	58.95	66.79
SWAP70	33.74	33.76	30.05	31.52	17.56	27.73	24.68	26.23	24	27.33
RRP1B	41.84	41.92	49.09	45.51	25.64	47.76	45.24	32.44	40.56	47.52
MYCBP2	127.73	128.14	138.87	114.49	83	120.13	149.91	121.11	117.61	128.04
KIAA0564	33.16	57.93	47.24	41.42	33.43	45.48	55.1	54.34	52.09	54.04
FOXO1	242.6	259.87	281.3	312.48	233.58	158.6	154.08	99.02	193.92	164.26
AVL9	35.66	28.54	42.83	34.55	29.22	30.9	35.67	37.82	34.13	44.94
KDM4C	77.03	73.87	71.96	59.21	41.23	77.33	72.27	85.09	66.75	84.7
PPRC1	80.02	98.8	94.51	76.69	38.04	109.83	40.64	54.71	52.18	86.07
ERC1	133.7	142.46	127.58	100.31	58.13	107.21	75.18	92.43	67.4	97.3
EXPH5	8.53	9.7	12.53	6.73	4.23	11.25	6.66	4.14	5.43	8.77
TRIM35	76.02	74.05	224.68	111.86	143.28	208.69	138.04	138.01	203.01	195.46
PEG10	39.23	30.44	32.2	46.41	18.86	21.73	21.31	27.37	19.4	28.72
FOXO3	101.98	108.71	140.46	106.09	82.34	126.66	112.24	94.96	125.05	139.13
ZNF423	1.71	0.83	0.96	1.21	1.08	0.5	1.39	0.74	0.37	0.6
ZC3H13	54.14	69.81	39.46	44.43	22.19	54.1	45.53	50.53	36.85	37.17
ARHGAP26	27.11	27.17	48.11	21.81	24.29	29	65.88	26.48	31.82	35.06
TTLL5	60.64	52.13	54.69	54.93	39.17	65.2	47.59	39.48	44.95	48.15
SIPA1L3	21.2	22.65	20.82	18.82	10.68	21.8	19.22	12.18	12.76	19.67
KIF1B	246.19	327.18	293.03	272.97	122.73	369.69	214.64	313.12	269.57	365.93
IQSEC2	8.18	6.91	10.07	10	8.4	7.43	5.72	2.99	3.79	5.99
CDK19	36.24	80.47	92.07	65.16	59.07	99.1	163.33	53.02	137.15	108.34
SARM1	28.05	25.46	27.1	18.97	15.31	23.84	24.14	16.96	18.03	26.03
ZBTB43	40.08	42.07	50.69	44.93	26.06	56.05	30.8	58.9	57.74	70.22
AKR1B1	16.84	13.85	22.99	14.2	21.37	22.05	22.19	24.17	25.32	24.2
FOXO3B	5.15	5.23	4.99	6.77	3.67	5.36	3.53	2.51	3.59	3.65
MCF2L2	18.5	16.25	13.39	11.06	16.66	11.32	14.79	17.08	11.13	9.39
TBC1D2B	23.72	36.53	36.11	29.36	35.38	42.29	43.37	24.42	35.18	26.86
FSTL4	8.63	5.4	20.31	19.2	18.72	10.34	8.66	8.31	15.06	14.43
MRPS27	54.36	54.99	74.43	60.02	69.87	59.6	72.38	58.26	69.75	86.64
RAP1GAP2	9.46	10.11	15.01	8.54	7.66	9.37	18.02	11.21	11.29	9.83
DDN	2.14	1.06	1.47	1.25	2.55	0.93	1.44	0.91	0.94	1.36
SPG20	112.26	101.07	102.23	111.73	74.95	76.22	89.91	136.1	105.16	117.97
TNRC6B	119.64	125.86	129.47	127.58	78.25	102.03	130.53	66.03	96.17	99.34
CUL9	42.58	48.21	47.34	32.61	41.45	51.2	34.92	24.15	27.85	38.28
NFASC	1.8	3.7	4.74	6.26	3.11	2.58	3.5	3.71	2.63	2.09
FAM179B	71.81	56.54	52.94	65	59.43	51.84	61.55	56.51	52.31	63.17
NPIPL3	8.16	13.51	6.48	8.01	2.45	11.3	5.99	6.12	7.6	6.55
TAB2	106.39	113.94	115.02	132.31	58.45	116.08	103.52	108.71	127.21	135.22
HIC2	14.7	17.05	27.5	22.11	19.78	22.09	13.48	9.01	14.53	18.32
FLG	3.68	13.98	6.4	5.05	1	7.52	5.51	4.66	1.11	6.18
ATP10B	0	0.06	0.21	0	0	0	0	0.06	0	0
CLASP2	93.59	87.83	78.06	89.18	54.4	76.58	62.7	88.86	57.77	81.69
CAMTA2	24.62	25.59	22.91	13.54	9.44	23.04	13.69	12.76	13.09	14.11
POGZ	104.63	126.45	121.76	114.34	65.44	119.61	94.22	71.72	95.23	101.02
GLT25D2	6.41	6.66	3.42	3.04	2.37	3.74	2.33	1.63	3.49	2.25
PLXND1	52.03	62.5	71.75	43.79	34.24	70.52	69.22	41.92	68.98	68.26
FLI1	5.98	8.05	12.41	3.28	5.51	1.16	20.67	2.43	5.07	6.71
ATG2A	33.42	30.93	49.28	32.9	32.45	38.1	44.25	16.71	23.62	39.18
GPATCH8	74	81.58	72.13	66.49	39.17	66.31	59.62	54.9	59.8	63.59
RAD54L2	52.28	53.3	57.73	41.95	31.25	60.26	45.45	40.47	45.62	49.25
PHF8	39.96	43.32	39.72	49.25	29.45	34.27	30.19	23.49	27.53	29.76
KDM6B	140.19	251.92	202.9	137.72	50.21	205.64	95.31	67.1	80.13	144.88
EPB41L3	14.49	8.84	15.68	3.46	7.34	3.56	13.96	4.41	8.03	13.47
SMC5	109.85	119.09	110.09	102.99	69.73	96.95	83.07	96.84	106.15	101.77
N4BP3	1.47	0.43	1.45	0.56	0.84	2.45	0.94	0.97	0.4	1.18
MAST2	46.75	37.54	41.15	34.86	18.08	33.41	22.06	27.84	22.63	28.42
FLII	165.04	128.62	165.48	141.77	161.6	193.41	136.22	126.29	128.52	124.62
ZZEF1	109.68	120.92	149.7	104.66	73.5	116.1	106.33	83.69	100.47	132.45
ANKLE2	159.1	169.15	150.23	175.44	110.38	164.05	130.18	128.7	137.44	143.25
DCUN1D4	26.9	32.12	29.33	30.3	22.75	19.31	41.2	38.43	34.05	38.2
LRCH1	10.92	13.02	13.64	9.92	5.69	5.97	13.37	11.73	8.2	7.2
ZC3H3	17.14	19.42	27.81	31.3	11.04	33.96	18.69	12.51	19.8	22.75
SSPO	4.19	3.24	2.68	0.73	0.56	5.23	1.42	0.89	0.57	1.25
NACAD	29.38	29.24	31.86	29.86	12.17	31.81	9.89	11.29	11.49	23.6
FCHO1	2.71	1.48	2.87	0.68	1.36	1.33	4.89	0.37	1.3	2.01
MLANA	3.8	6.46	7.17	5.53	2.89	6.74	4.44	3.3	3.16	6.12
FRMD4B	35.98	32.89	34.54	30.3	24.47	24.4	30.72	22.71	26	41.56
GRAMD4	17.07	13.51	20.72	18.03	17.4	16.98	14.89	7.13	10.54	14.15
CIC	67.26	73.7	67.76	43.18	31.21	87.79	48.69	30.19	44.25	65.67
NCDN	30.94	18.5	28.67	21.94	18.16	28.48	25.8	21.62	20.89	31.94
CLCC1	39.83	34.2	43.91	39.5	37.92	34.55	34.12	42.16	39.51	44.27
SEPT6	209.65	190.64	174.96	153.68	107.3	228.54	239.93	295.6	295.14	208.95
TBC1D9	81.5	59.98	68.39	64.75	36.82	67.1	60.32	84	79.41	76.41
FLNA	2086.93	1459.99	2614.82	1812.82	1280.21	1787.07	942.83	1503.23	1030.72	1893.32
WDR43	87.6	78.2	74.84	86.77	70.72	80.14	123.79	122.68	109.33	123.41
SNX13	76.82	79.58	84.71	73.13	61.62	60.06	86.17	81.34	80.73	92.64
MAPK8IP3	109.74	118.39	173.86	111.85	110.89	273.12	90.32	49.81	82.57	85.93
GGA3	21.92	24.65	23.05	21.29	15.59	21.87	22.65	15.79	17.49	18.77
MPRIP	199.66	189.73	178.72	153.76	96.11	182.3	123.41	116.48	103.85	129.23
NUP205	80.77	70.63	91.94	81.89	78.29	70.17	84.03	93.35	85.84	98.04
STAB1	27.95	17.65	73.06	7.95	30.97	29.43	34.94	7.58	18.9	60.12
EFR3A	75.77	79.47	78.39	80.98	43.58	62.64	74.46	85.34	82.26	91.49
RTF1	80.96	85.83	75.7	73.61	50.11	79.36	64.09	54.01	69.81	69.41
SLC35D1	123.18	115.85	150.14	138.23	73.26	155.34	111.62	148.62	145.55	159.34
FLNB	1798.73	1796.51	2309.74	1406.99	1146.12	2052.35	1676.74	1554.83	1678.97	2584.08
TTLL12	49.14	40.5	70.44	47.59	56.34	64.54	64.59	50.49	75.64	73.23
GPD1L	10.71	12.76	17.3	14.47	13.89	11.79	12.89	12.86	12.17	14.42
FAM175B	15.81	16.74	12.88	15.99	12.01	15.89	21.07	22.28	16.27	17.44
METAP1	26.82	32.34	33.03	35.57	25.7	32.73	30.29	42	40.66	43.91
ZCCHC14	91.26	137.48	126.93	96.58	57.55	133.76	97.32	59.89	105.6	131.28
LPIN1	55.64	66.02	76.32	51.05	29.39	73.26	88.02	68.6	79	149.98
