geneNames	GSE138518_GSM4110156	GSE138518_GSM4110157	GSE138518_GSM4110158	GSE138518_GSM4110159	GSE138518_GSM4110160	GSE138518_GSM4110161	GSE155489_GSM4705199	GSE155489_GSM4705200	GSE155489_GSM4705201	GSE155489_GSM4705202	GSE155489_GSM4705203	GSE155489_GSM4705204	GSE155489_GSM4705205	GSE155489_GSM4705206	GSE193123_GSM5773736	GSE193123_GSM5773737	GSE193123_GSM5773738	GSE193123_GSM5773739	GSE193123_GSM5773740	GSE193123_GSM5773741
CARD8	203	459	310	375	404	264	234	139	80	149	190	199	161	131	1385	971	1154	1219	1002	2443
LIG1	251	512	531	315	442	282	43	15	22	28	31	26	16	10	277	422	226	242	308	560
ZNF175	56	183	184	109	113	139	69	33	25	20	29	24	12	15	242	225	258	276	388	290
PLA2G4C	63	153	219	94	72	52	50	34	13	16	14	10	19	12	157	396	396	359	296	337
SIGLEC5	0	1	3	37	37	13	5	4	2	3	4	1	2	2	28	21	15	40	21	120
HAS1	18	73	21	23	16	6	3	4	4	1	4	1	1	2	12	9	6	96	64	44
RAB3D	35	109	60	132	137	84	210	127	92	123	244	263	182	162	116	157	91	164	90	396
DBP	214	318	320	731	228	74	53	33	29	41	110	74	29	37	93	133	131	169	66	337
TMEM205	403	708	731	1363	855	333	726	317	261	401	824	795	603	595	323	392	301	426	318	571
CAPS	554	444	303	293	326	112	13	12	13	14	17	17	15	13	98	150	108	150	57	248
PLPPR2	464	1714	1519	1138	902	595	33	26	42	54	26	40	30	37	791	882	712	1053	882	1121
FAM83E	8	34	0	9	2	6	6	8	4	3	2	0	4	2	3	3	4	13	4	1
RASIP1	275	308	365	537	595	38	19	25	9	9	28	9	9	6	67	111	127	158	101	19
BCAT2	1309	1762	2583	3990	2175	1096	288	240	197	250	502	496	266	260	425	679	443	561	500	502
MIER2	691	1687	1469	1016	756	530	62	42	29	47	37	32	15	26	486	514	408	478	524	423
PLEKHA4	7214	3217	5129	3764	4215	1995	143	167	145	175	147	146	104	92	824	780	559	697	690	169
PPP2R1A	13869	24727	17180	15683	15468	6104	1771	1742	1104	1506	1155	930	1405	1568	3637	5873	5308	5203	6723	3379
TNPO2	334	2789	2386	2553	1339	1292	157	151	128	133	152	115	63	87	1724	1604	1579	1211	1963	1273
WDR83OS	254	129	234	562	93	137	3120	2063	1423	1797	2409	1995	1773	1619	0	0	0	0	0	0
CACNG7	0	15	0	0	0	0	2	5	1	3	1	0	3	0	0	0	0	0	0	0
GCDH	452	608	900	1435	760	519	66	64	55	79	141	88	78	62	410	586	545	536	438	522
LILRB5	0	6	22	7	87	0	24	3	4	12	3	0	3	2	2	0	19	0	0	32
KLF1	0	0	0	0	26	0	14	2	6	6	1	0	3	4	4	21	5	2	0	18
DNASE2	424	1365	1463	1154	783	502	114	130	92	143	249	187	96	101	1055	1297	960	711	599	1774
MAST1	2	12	12	8	20	10	30	8	8	11	4	2	6	4	10	7	14	13	15	15
LENG1	555	1075	1392	799	935	438	68	48	86	96	100	92	69	55	2	0	0	0	0	0
PRPF31	2388	3416	4817	3726	3543	1311	286	266	230	269	306	314	278	223	10	6	27	3	14	29
TFPT	1147	972	1310	1108	993	318	113	54	73	79	120	112	75	68	0	0	0	0	1	0
JAK3	338	485	345	244	451	169	37	26	30	35	19	17	30	20	2107	846	991	2054	811	5252
RPL18A	23151	16966	27575	29488	24551	12565	7534	3872	3048	3842	4912	4566	4479	4125	11495	11477	10293	16056	12383	10187
SLC5A5	0	0	0	0	0	3	19	13	5	6	2	0	5	1	7	4	4	13	6	23
KCNN1	135	720	225	237	95	102	21	9	7	20	8	3	3	12	59	219	284	92	114	105
ARRDC2	1030	1491	1579	748	619	415	61	30	14	28	17	19	33	30	1047	783	782	1494	765	3168
PIK3R2	1773	3518	2438	2175	2266	1810	91	65	95	90	119	99	24	31	0	5	1	0	0	7
RAB3A	102	324	232	114	113	52	7	5	0	7	6	0	3	7	90	133	202	68	111	41
PDE4C	10	0	0	0	0	0	19	11	7	2	3	4	1	2	3	8	4	3	3	0
ISYNA1	549	1018	1169	1378	881	730	111	48	80	96	70	97	59	57	466	747	447	758	484	605
ELL	167	677	522	1876	658	224	45	50	76	93	40	26	39	35	659	585	465	765	578	1189
CRTC1	1123	2515	2003	1544	1324	944	71	62	59	75	50	37	43	40	337	371	437	420	378	591
COMP	0	0	8	0	0	5	11	4	7	5	0	5	1	4	0	0	0	4	1	0
UPK1A	0	30	5	0	0	0	9	0	4	7	0	0	3	6	0	0	0	8	0	6
COPE	4380	5969	6158	8033	6269	2980	1104	791	699	778	1081	964	1036	994	1896	2386	1962	2686	2210	2567
DDX49	1068	1621	1990	2260	2069	846	95	69	69	85	124	97	61	75	657	822	925	962	1143	743
ETV2	74	93	95	48	40	31	32	23	17	21	16	14	21	19	22	12	27	36	34	16
ARMC6	325	782	937	1182	592	405	99	94	64	101	132	91	44	52	337	482	523	496	712	538
TMEM147	1405	2311	2802	3993	2577	1084	1244	828	500	651	1269	1045	850	888	1108	1091	1015	1308	1334	998
ELOCP28	0	0	4	3	0	0	6	2	1	2	0	0	1	3	0	0	1	0	0	0
MAG	8	89	38	75	45	14	16	8	4	6	13	12	21	27	59	103	159	15	88	10
TMEM59L	65	269	284	42	88	68	33	24	15	19	4	1	27	15	14	5	17	12	11	6
HAMP	0	0	3	8	12	14	4	1	1	0	1	3	3	4	33	34	18	10	0	283
USF2	1384	3601	3901	3522	2842	1152	69	46	80	99	90	67	45	55	3311	3692	2392	3219	2130	7293
LSR	507	1159	1527	2318	612	674	208	255	110	176	263	236	176	164	566	772	629	769	718	505
KXD1	1550	2874	2730	2739	2606	1180	429	315	336	447	433	378	360	410	984	1157	1212	1551	1159	1302
FKBP8	8330	11232	13288	12427	12806	4356	133	124	68	173	121	98	50	78	4791	5593	4938	5945	4400	6087
HPN	32	207	108	69	19	32	11	4	1	2	15	11	2	0	21	16	12	34	14	85
ZNF14	24	105	52	71	91	65	55	40	44	52	90	74	28	30	103	113	129	97	131	182
SCN1B	193	271	234	389	133	86	8	6	5	16	39	30	7	6	183	82	82	170	149	303
PBX4	44	11	18	13	5	11	15	5	3	14	0	5	5	6	59	53	67	168	44	255
ERF	941	3566	3338	3396	2298	1617	24	27	23	49	47	26	10	21	979	941	834	992	1096	961
GSK3A	1065	2671	2822	3011	2216	1297	57	48	54	59	82	60	30	32	987	1141	874	1299	1058	1443
ATP13A1	1713	4661	4296	4824	2453	1670	109	113	70	80	116	84	48	60	1779	2225	2057	1682	2190	2311
ZNF574	47	710	502	396	307	307	20	50	29	38	19	18	8	8	241	303	259	318	431	438
GRIK5	1142	791	1072	815	693	528	24	23	14	33	13	14	12	12	95	116	150	80	94	33
SIPA1L3	203	1035	842	894	731	485	63	21	32	29	10	13	25	23	311	346	365	211	363	556
ZNF85	10	29	38	17	64	32	85	56	56	51	46	48	44	30	4	0	17	1	10	6
ETHE1	334	1153	861	1480	926	381	326	192	127	150	646	510	443	361	176	169	137	266	176	177
CADM4	768	2761	3369	1491	2125	1465	61	37	58	79	53	38	45	50	1257	1137	1101	1176	984	253
SMG9	713	1250	1301	902	757	462	68	75	50	73	73	60	40	45	656	603	821	874	836	975
AVL9	141	1109	870	730	713	523	634	578	288	402	433	397	341	267	1471	1476	1454	1031	1251	1302
RUNDC3B	26	44	30	33	14	0	43	39	19	40	16	16	37	33	40	33	59	43	35	11
CFAP69	24	45	15	78	48	40	50	39	57	41	62	50	23	26	23	64	19	42	59	6
GTPBP10	103	155	178	254	257	225	413	344	185	279	524	485	187	131	283	292	339	253	432	267
RASA4	682	590	887	606	674	517	20	13	16	26	30	6	3	10	15	28	11	25	13	41
CDK6	64	389	222	313	191	140	111	72	59	84	75	75	130	114	545	540	556	386	1055	490
PMPCB	434	1031	1045	2109	1249	598	937	611	401	495	1621	1348	729	603	1246	1503	1569	1225	1524	924
DNAJC2	2880	1068	1593	1534	1182	537	416	290	258	385	429	425	372	311	593	457	503	624	688	532
TFPI2	404	5620	4198	3290	2526	2363	3264	2406	1175	1817	3175	2732	4157	3801	815	1011	731	2330	1778	960
BET1	118	324	279	147	372	223	573	371	265	386	358	332	401	311	516	550	468	535	609	376
NAMPT	298	2386	1213	3484	2122	1089	609	394	396	632	781	795	1488	1356	19063	9836	9483	23835	16322	19618
TWISTNB	987	397	602	533	612	265	336	217	127	178	248	283	239	214	270	352	417	268	437	287
PIK3CG	1	5	0	19	44	14	5	3	7	6	6	3	2	6	338	166	203	288	154	848
PON3	0	3	9	12	0	0	23	8	10	10	18	14	6	3	1	3	2	6	0	4
PON2	205	984	734	1214	1315	707	1437	979	661	886	1164	1028	1288	954	1082	1281	1077	960	1175	287
ITGB8	3	30	7	20	24	13	56	49	45	72	35	9	22	18	413	201	243	624	389	674
HBP1	158	1075	786	1162	1086	751	1347	924	598	744	550	480	907	721	22	131	12	25	107	22
DUS4L	8	64	62	65	43	31	54	39	35	41	59	65	29	25	11	4	3	8	12	2
SP4	18	129	78	72	55	110	90	68	56	71	68	55	47	53	169	142	161	140	129	395
WDR91	339	759	494	298	493	230	81	53	42	37	53	34	54	32	602	689	493	441	458	1199
DNAH11	0	178	5	2	6	0	43	19	76	55	66	49	30	29	6	21	42	12	28	6
CBLL1	129	173	177	198	135	363	328	237	158	255	279	264	190	182	480	371	510	366	539	572
DLX5	212	175	369	196	453	143	72	78	44	65	119	81	55	43	1	1	1	2	3	2
MTPN	1028	2969	2750	2267	2266	2408	2134	2423	1203	1671	1442	1214	1500	1571	2933	3091	3103	2571	3393	2725
STEAP1B	0	8	18	15	0	0	8	13	14	8	23	20	27	13	14	17	13	24	25	19
PTN	0	14	2	26	0	0	3	7	5	13	8	3	2	4	4	11	5	3	8	2
MPP6	214	468	753	541	944	482	719	485	285	307	372	283	195	192	303	468	368	290	331	156
GSDME	67	197	204	163	148	87	104	103	56	62	80	70	88	69	488	720	375	432	347	1558
ATP6V0A4	0	0	0	0	21	0	10	1	8	5	7	5	10	3	4	47	6	1	1	0
ZC3HAV1	943	3347	3343	3406	2477	1932	1096	825	596	853	1057	921	524	621	1581	1645	2263	1193	1875	1682
TTC26	60	168	156	276	154	101	119	84	44	61	134	150	82	57	96	168	163	118	182	32
OGDH	2401	7405	4976	6606	5058	2590	459	582	380	438	433	334	265	318	2653	3241	3283	2414	2731	2641
ADAP1	709	328	224	210	227	136	11	11	8	6	9	8	3	11	83	114	79	146	56	395
TFEC	0	0	21	9	16	33	20	19	33	40	38	28	48	54	1327	420	407	618	235	2220
H2AFV	716	1671	2166	1816	1339	958	912	662	400	534	726	500	460	415	1157	1253	1291	1297	1171	1878
CAV2	637	770	1105	1652	1100	563	1453	898	512	732	446	357	486	389	349	471	379	422	479	135
CAV1	184	426	670	977	717	463	1062	895	497	724	446	431	731	485	204	357	226	315	479	216
MET	0	27	14	77	34	10	3	4	17	23	20	19	9	9	1014	249	496	657	504	1057
RNF32	27	74	47	42	21	24	25	47	25	43	39	37	35	25	37	32	25	19	26	34
LMBR1	212	789	905	599	586	697	728	726	284	435	440	366	270	279	920	1091	958	557	1028	444
NHP2P1	0	4	3	6	0	0	4	5	4	3	0	2	2	3	3	1	1	5	4	0
WNT2	0	15	7	0	14	9	0	5	5	6	1	2	8	7	1	4	0	6	13	2
HOXA1	0	16	0	4	0	0	5	2	1	5	2	1	0	0	3	12	17	5	1	21
DNAJB6	1174	2612	2171	2265	1920	1690	1124	776	510	727	594	691	971	692	2046	2433	2363	2655	2685	3096
HOXA3	0	35	0	9	7	0	0	0	5	4	2	1	0	2	4	7	8	0	1	1
LFNG	4	12	32	44	111	2	4	10	4	6	4	1	3	7	348	360	299	599	283	1576
HOXA5	0	3	0	3	5	0	2	2	1	0	0	0	0	0	7	8	8	6	1	4
HOXA6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
BRAT1	1685	1918	2425	1806	1556	738	91	69	51	96	95	89	37	39	1210	1456	1128	1059	923	1322
IQCE	427	335	273	809	573	320	50	44	31	35	22	18	23	29	376	506	607	259	303	511
ANKRD7	0	2	0	17	0	5	14	11	23	10	33	13	12	7	1	19	15	10	6	0
VIPR2	0	8	0	2	0	0	10	2	1	3	4	0	0	2	1	11	0	6	5	12
TSPAN12	72	614	304	217	335	67	647	300	79	118	96	97	160	131	1453	3110	2531	463	563	44
SSBP1	836	1416	1718	2605	2767	1049	2249	1812	1241	1553	2781	2324	1937	1750	780	529	574	700	540	597
HOXA13	0	9	0	0	4	0	5	0	0	0	3	1	2	2	0	1	0	0	0	0
CPED1	0	79	65	95	63	53	32	35	59	42	76	76	20	17	61	105	60	26	43	82
HIBADH	290	762	871	524	955	439	366	319	187	229	511	469	401	366	899	1401	1089	762	698	418
TAX1BP1	747	3669	3152	3527	3771	1738	3163	1903	1182	1575	1458	1362	2036	1708	3207	3617	4137	3012	3756	2508
CPVL	11	52	133	104	334	58	93	84	35	46	68	71	62	43	437	598	242	105	108	1576
CHN2	45	75	134	73	62	34	45	28	21	41	42	31	39	23	3	2	1	2	11	5
GRB10	192	254	307	210	205	117	30	16	26	27	17	5	29	12	320	216	276	176	291	142
ABHD11	2560	2043	3140	2796	1585	579	255	243	333	411	541	550	468	346	418	724	673	428	277	229
COBL	141	272	320	145	159	69	39	43	18	26	7	18	19	20	7	11	20	8	37	5
FKBP14	104	329	302	232	160	219	140	111	60	112	72	71	82	90	653	533	511	404	691	184
PLEKHA8	136	304	235	99	222	217	118	109	100	120	84	60	35	60	335	389	468	343	417	326
STX1A	174	276	296	249	174	132	28	31	25	34	26	20	11	16	113	79	94	203	170	72
NOD1	655	908	886	607	930	487	151	128	116	132	84	70	73	48	235	263	220	193	218	383
GARS	1358	2854	3081	4238	2926	1525	938	732	401	597	628	590	514	509	2829	1905	2110	2268	2616	1603
CRHR2	0	19	21	12	8	4	8	6	4	7	0	0	2	3	11	2	1	2	4	7
EPHB6	56	85	44	159	96	4	5	6	0	6	6	3	4	3	18	13	9	15	8	72
MINDY4	51	77	103	152	23	163	37	33	26	27	23	39	9	14	0	13	8	2	2	1
NSUN5P2	790	349	595	320	224	91	77	57	38	76	79	59	29	42	52	49	131	62	68	118
CASP2	123	339	264	439	291	337	249	343	184	253	169	116	120	138	358	386	389	336	401	698
CHCHD2	5439	9928	12628	13848	11474	4687	6455	4178	2831	3731	4356	3902	4502	4768	4532	4761	4616	6450	5960	3685
CCL24	0	0	0	5	0	0	4	3	0	1	0	0	2	3	33	7	25	43	60	452
HSPB1	28697	26250	52646	83705	44566	16533	2908	2346	2449	3992	4373	4219	3242	2777	2471	3735	2492	4124	3032	2825
NPTX2	18058	142129	41105	65273	28258	16116	2571	2003	1387	2152	334	354	3367	3474	14551	2054	5947	4093	6595	415
PDAP1	3416	5350	8299	6836	5173	2027	563	556	537	687	701	644	593	497	2872	2816	2971	3785	3861	2195
BUD31	1294	1641	1892	2330	2751	975	2045	954	812	1123	1199	1124	1253	952	551	587	704	928	836	624
PTCD1	606	978	1017	1019	579	389	2371	997	763	1007	1444	1420	1466	1243	60	66	97	97	84	132
CYP3A5	331	168	230	179	936	317	124	90	126	136	102	79	90	84	87	61	68	145	80	120
ZKSCAN1	4374	5202	3771	2816	2316	1831	722	597	477	605	617	636	429	407	1966	1699	1811	1284	1672	1251
EIF3B	3399	9458	7861	9768	6033	2857	242	136	162	218	285	275	208	182	3655	3865	5068	4675	6111	3386
SNX8	1457	1854	1443	2096	902	420	88	43	36	55	111	125	52	68	822	1115	684	807	693	2442
NUDT1	259	278	431	367	574	238	95	70	71	91	106	96	75	78	115	168	120	176	112	329
PTPRZ1	5	13	6	4	24	2	21	5	24	37	27	29	13	13	1	6	10	1	1	0
TAF6	1455	2587	3413	3041	2030	1138	166	138	143	176	205	179	93	71	455	544	542	467	637	493
WASL	369	876	904	935	611	737	578	432	241	347	484	366	263	252	826	1058	1044	704	928	303
AIMP2	173	729	949	1781	1076	506	641	412	291	373	772	774	637	496	217	287	472	330	631	255
TFR2	73	602	141	106	93	49	15	13	7	9	14	2	18	23	64	50	125	123	118	45
FSCN3	0	18	6	10	4	0	1379	805	557	688	715	596	785	773	6	2	1	6	5	1
MOSPD3	761	876	1107	839	565	465	66	46	54	57	77	66	51	55	269	443	351	458	312	283
PCOLCE	103	132	119	100	112	30	16	13	4	14	7	9	9	8	111	564	120	222	197	266
FBXO24	0	7	9	0	3	0	15	6	10	6	9	4	5	5	8	9	5	10	10	19
PPP1R17	0	0	0	0	5	0	2	0	6	7	22	4	1	0	5	3	0	4	0	0
RBM28	504	1256	1149	1162	1173	641	182	212	178	245	243	204	162	178	698	622	680	810	835	936
USP42	1902	1210	1117	810	650	433	193	184	125	152	131	101	73	115	323	281	336	257	319	371
IMPDH1	1439	2558	4621	3739	2387	1325	73	89	73	91	193	200	68	73	1174	1303	1056	1558	1544	2793
AGFG2	715	1236	2286	1547	1505	989	131	157	116	142	86	101	83	67	510	1448	642	486	372	336
LSM5	267	191	457	279	424	292	669	405	401	562	527	466	571	461	356	386	389	454	449	394
SERPINE1	2963	44950	15234	125633	23399	5503	1285	1132	1997	2977	9614	9099	4715	4169	35468	26721	22641	94265	79012	19194
AP1S1	746	630	2608	2124	1977	702	445	315	300	360	525	487	318	349	1436	1877	1502	1522	1714	872
MOGAT3	0	10	0	0	0	0	6	2	1	1	3	6	1	0	0	1	0	0	0	0
C1GALT1	92	276	285	127	174	246	257	245	206	243	356	270	516	421	510	535	622	496	631	603
PLOD3	2590	10188	8570	7087	4331	2962	295	260	267	326	356	301	259	244	2552	3009	2556	2257	3014	2025
RPA3	89	149	218	214	291	96	371	293	194	260	434	336	298	236	239	286	221	280	199	229
ZNHIT1	3497	3812	4174	5259	4597	1447	1493	705	517	611	879	721	817	734	1657	1773	1649	2035	1655	1491
CLDN15	210	1008	510	614	288	249	28	19	17	40	60	35	13	14	293	207	216	283	215	535
NOBOX	9	87	25	115	40	19	1	1	6	1	16	9	4	5	0	0	0	0	0	0
GLCCI1	51	185	92	148	169	142	159	95	60	83	51	55	29	36	247	227	187	133	100	325
PHF14	4737	1241	2541	1484	1516	662	280	222	199	241	361	351	238	213	413	516	475	503	626	363
NRF1	176	408	490	456	383	288	48	55	37	54	52	49	44	34	281	295	291	285	287	451
TMEM106B	69	172	180	212	212	180	673	385	373	450	593	488	428	405	1065	1215	1378	816	1025	681
EZH2	184	200	335	213	233	153	157	166	143	181	110	85	97	79	903	1183	1096	1242	1084	321
CEP41	129	174	222	223	202	106	88	59	64	54	91	97	87	61	107	222	221	108	210	128
ZNF862	273	939	951	486	560	455	65	39	23	48	55	43	40	27	439	475	459	373	369	595
SFRP4	951	228	665	31	1922	1507	451	233	579	949	128	46	395	198	55	199	124	269	299	38
MEST	15	54	15	72	62	32	26	38	40	24	29	17	18	11	36	168	82	44	59	55
ANKMY2	89	317	281	267	357	202	210	126	143	157	134	121	122	118	324	376	346	195	255	280
ACTR3C	16	30	34	27	26	22	36	22	10	26	21	35	25	10	18	25	19	28	46	23
TSPAN13	5	28	45	25	24	51	48	16	23	31	22	23	71	70	154	222	126	130	237	152
RARRES2	511	847	863	2117	1013	214	89	45	29	76	362	325	71	71	672	2430	1281	3336	2182	807
AC004837.1	0	1	0	7	4	0	3	5	1	2	1	1	0	4	0	0	0	0	0	0
AHR	18	631	118	761	201	36	208	176	68	70	82	77	87	89	602	524	504	635	548	1171
CHCHD3	652	1314	1541	1806	1721	846	543	462	379	500	590	537	521	447	881	901	1085	1021	1358	674
GIMAP2	6	40	10	23	55	8	13	8	4	3	40	30	0	11	440	254	197	453	237	1120
TMEM176B	320	684	666	289	681	320	180	150	121	139	134	134	100	99	948	403	331	398	226	8623
GLI3	651	2469	4749	939	1578	2045	317	274	178	242	215	210	293	286	215	244	271	173	235	51
PSMA2	687	1644	2225	2446	2518	1083	4729	2702	1650	2126	3089	2796	2815	2407	115	82	129	163	111	82
MRPL32	392	1072	1370	1182	1412	612	886	327	288	426	637	602	809	612	744	793	820	1260	1264	653
COA1	148	460	590	678	573	281	512	395	247	229	482	418	324	298	706	729	762	641	744	876
BLVRA	545	501	1717	1194	1800	610	714	397	287	370	383	376	415	314	637	778	560	573	519	1026
URGCP	789	2522	2610	839	1716	787	183	137	98	101	160	115	51	66	1200	1087	1388	1288	1193	724
TMEM248	615	3996	4011	3081	2778	1727	372	302	180	227	299	219	233	201	2110	2238	2517	2191	2293	1889
STAG3L4	203	481	396	444	371	166	455	324	234	338	265	205	326	274	349	335	318	320	223	209
RHEB	1133	2696	3087	2994	2039	1251	1402	793	743	1139	1070	1027	1046	830	1608	2206	1948	2304	1816	1376
PRKAG2	41	135	139	199	184	73	75	42	22	38	58	42	25	24	456	388	299	423	249	996
AEBP1	5911	11745	17154	5433	7724	5056	231	167	184	231	81	71	86	109	610	1179	269	677	908	639
POLD2	2610	3788	4124	4642	3364	1363	305	280	194	270	542	498	269	254	1151	1549	2069	1924	2091	893
MYL7	2	3	7	0	5	3	5	8	4	4	4	0	1	3	1	1	0	0	1	3
GCK	95	60	96	44	49	44	14	7	3	6	4	9	5	3	4	9	5	20	1	6
BCL7B	1065	1371	2238	2306	1490	643	206	134	89	136	149	114	145	162	898	793	716	1086	849	1103
YKT6	450	3786	5029	3786	2838	839	393	452	259	275	270	195	239	271	2650	2396	2476	2504	2741	2681
TBL2	256	1384	1001	1228	681	444	157	105	77	138	223	196	154	109	919	938	1019	1109	1089	1242
CLIP2	664	625	473	428	551	728	76	45	36	51	10	5	24	23	448	541	319	443	445	563
EIF4H	4654	13368	14031	13706	8648	5578	927	800	771	1001	1076	899	785	853	6485	8158	9508	8205	9440	6179
LIMK1	1911	2180	5275	4076	2565	2135	62	53	57	52	64	57	31	30	1571	1455	1222	1046	1310	1968
SPATA6L	0	27	12	7	10	9	41	47	27	45	31	17	17	19	11	19	14	24	13	10
SLC1A1	12	277	132	52	53	54	15	11	13	11	8	3	27	25	51	153	171	55	99	35
FKTN	75	115	244	102	325	96	111	91	106	130	186	210	69	93	417	591	599	219	558	244
FSD1L	4	58	42	77	63	67	139	90	86	98	119	74	68	65	170	97	144	109	159	144
CNTNAP3	6	24	0	10	9	3	7	13	8	8	6	4	4	5	0	0	0	3	1	3
SPIN1	124	1850	1699	1404	1140	361	898	782	392	596	662	538	628	652	1330	1716	1818	1247	1757	982
NMRK1	185	173	208	145	111	66	102	68	51	89	219	182	71	62	351	394	373	468	195	567
TMEM245	1601	3272	2150	1685	1709	1657	1168	783	413	516	536	439	442	462	2806	5293	3400	1543	2439	932
PRUNE2	25	649	82	513	162	74	133	107	53	78	49	29	88	89	99	160	58	36	21	21
MEGF9	226	361	444	323	514	469	184	179	95	120	136	134	48	62	831	1471	1218	1052	621	1181
TRIM14	536	921	1048	886	592	677	235	196	146	192	210	189	249	189	702	864	689	504	731	1251
CORO2A	541	1028	945	252	514	495	144	146	69	94	28	27	111	113	173	140	88	147	129	381
TGFBR1	242	477	363	309	533	564	406	252	197	231	174	172	274	294	2488	2271	2278	1716	2914	2736
SEC61B	2006	3316	4750	4674	4896	1574	2935	2080	1721	2219	2481	2173	2752	2582	1452	1288	1229	1912	1956	1623
C5	23	38	54	81	64	30	17	12	35	27	31	31	10	9	40	42	42	29	16	57
ASPN	0	0	2	8	9	0	12	9	4	3	7	7	7	1	0	0	0	0	0	0
ECM2	36	223	155	190	184	142	116	77	84	151	252	232	146	126	69	128	54	31	39	6
TLE4	24	283	236	173	200	92	108	79	60	55	49	39	27	34	473	407	363	407	348	1037
LHX6	0	17	3	0	0	0	10	3	3	4	1	3	1	1	6	6	6	8	6	0
PTGR1	168	217	798	395	590	227	131	93	128	136	148	149	272	266	810	521	843	1058	680	536
SUSD1	311	1356	1197	1339	1038	623	193	186	127	137	208	142	131	144	958	1107	1189	903	940	503
AKNA	138	853	996	1635	900	741	53	63	36	61	114	87	20	14	1964	1161	1862	1740	1139	6196
TNFSF8	0	0	0	3	61	2	6	9	0	11	6	4	3	6	39	40	21	61	19	140
DNM1	53	176	124	135	72	64	42	20	28	34	13	15	6	12	96	100	71	61	84	71
ENG	28	47	60	195	291	21	24	12	12	8	5	12	3	10	778	2591	959	1074	1295	4185
AK1	1145	498	387	474	278	173	68	44	31	41	64	90	45	51	237	198	163	142	114	167
CDC37L1	118	313	315	392	275	308	330	260	168	249	220	233	273	192	379	280	301	336	319	323
RLN2	0	7	0	0	0	4	2	1	2	5	2	4	5	5	3	13	3	6	2	12
PLGRKT	300	723	806	699	632	310	599	354	282	441	416	386	469	334	438	573	492	576	614	394
TBC1D13	783	1610	1580	1335	982	628	93	81	71	70	78	62	37	23	754	947	755	742	754	1252
RIC1	209	1368	837	813	594	489	334	263	153	175	245	194	247	273	721	653	740	616	857	700
KDM4C	383	2033	1316	1245	1162	575	384	375	214	291	255	271	292	265	769	838	1246	793	1071	688
DOCK8	10	584	302	1754	469	67	54	33	34	46	280	255	26	18	1200	804	883	941	651	2769
KANK1	284	1281	1008	951	577	559	264	221	136	143	191	137	84	98	362	793	603	329	550	233
ELAVL2	0	0	11	9	10	0	5	8	24	7	20	12	8	12	4	1	3	3	5	0
NCS1	1665	3348	3967	2274	2188	1900	47	34	65	60	36	29	44	47	520	510	459	716	1119	299
TESK1	1860	2551	2448	1301	1323	766	33	29	33	41	28	22	19	13	1156	774	816	880	809	901
KCNT1	92	606	383	149	24	52	34	12	7	7	3	4	7	3	10	12	6	13	9	27
CA9	12	1148	64	17	88	9	5	10	15	18	3	1	69	63	41	148	87	101	115	33
FUBP3	454	2589	2000	1815	1517	1378	266	234	220	265	330	283	220	191	1204	1340	1459	1138	1557	963
TYRP1	0	25	0	11	17	1	12	16	8	10	24	27	9	22	4	9	7	13	4	3
CREB3	1513	2600	3612	2758	3051	1388	378	288	214	259	344	294	242	214	1029	1057	974	1092	1213	750
RGP1	1478	3142	3050	1909	1756	1550	79	65	51	82	84	50	39	44	682	637	781	594	914	654
MPDZ	272	1692	1088	1614	1011	867	533	470	268	333	649	610	282	250	756	754	780	456	830	96
DDX58	94	155	229	198	321	176	265	264	58	111	111	92	71	84	594	416	326	342	469	557
EDF1	12536	10422	16454	15433	18130	4907	2967	1626	1384	1897	2156	2075	2683	2258	3620	3662	3624	5233	4133	3586
PIP5K1B	10	110	250	62	55	98	18	27	37	32	91	49	16	15	41	44	19	17	6	35
GLIS3	0	70	32	48	4	42	18	2	27	27	13	28	18	13	43	45	63	93	146	32
BAG1	1342	695	1088	693	869	325	164	148	79	136	109	73	90	69	698	722	670	1056	722	1489
RAPGEF1	954	2098	2871	2529	2013	1330	96	80	54	66	86	89	29	48	3376	3328	2626	2415	2352	7138
NPDC1	734	762	1862	264	552	324	25	23	13	18	11	7	13	9	71	155	110	163	305	215
APBA1	437	1958	2055	104	859	958	53	67	51	33	21	24	52	51	1	5	5	7	5	9
SETX	565	3233	2373	2921	1977	1730	774	603	491	567	601	567	446	433	2037	1770	2202	1582	1901	2771
SH3GL2	0	10	26	4	18	4	9	4	11	6	12	5	2	7	9	22	14	12	17	4
PTGDS	107	296	226	49	68	49	17	11	4	7	9	10	16	6	5	26	0	5	0	17
ABCA2	559	5195	2523	2138	1260	896	40	46	36	37	43	29	20	21	1725	2016	2081	888	1223	1532
SHB	689	1873	1306	2211	1295	457	30	7	6	16	9	9	28	38	303	547	465	333	427	193
UBE2R2	2245	6771	6391	4752	3885	2622	637	332	310	411	493	449	408	357	2000	1787	1604	2175	1712	2374
ABHD17B	61	132	132	74	172	112	93	59	46	45	56	44	35	34	204	188	264	285	308	264
EXOSC3	118	259	245	298	298	366	302	223	175	239	424	411	223	184	321	385	445	507	625	439
ZFAND5	18340	81745	72110	48575	36512	32319	19583	16096	9999	12832	16026	11578	21623	20795	6389	4254	4825	6929	5502	5553
