	GSM4110156	GSM4110157	GSM4110158	GSM4110159	GSM4110160	GSM4110161
SLC12A5	138	72	128	52	95	52
ARHGAP40	0	3	0	0	0	0
SDC4	1303	3820	2834	4399	2528	973
NCOA3	171	1038	677	1413	683	704
PIGT	927	4092	4149	6150	4047	2076
MATN4	0	22	6	3	5	3
NCOA5	515	1945	1861	1360	1308	928
VAPB	1045	3294	2458	1877	1772	1038
PARD6B	5	10	12	10	8	25
ATP5F1E	4713	4562	6921	8306	8185	2384
CHD6	3525	1846	1419	1202	1258	1199
PLCG1	599	2447	1845	2087	1300	1025
TOX2	2596	3480	6626	6558	4784	3185
SRSF6	1408	7336	6005	5970	4387	3291
GDAP1L1	10	12	22	15	10	0
ARFGEF2	248	1349	796	1092	630	655
ZNFX1	685	1302	1374	1554	1085	579
ZNF831	0	0	0	4	27	0
CSE1L	308	557	968	993	856	832
TMEM189-UBE2V1	0	663	449	89	1470	0
RAB22A	364	1595	919	1346	833	644
PTGIS	184	548	336	94	207	213
STAU1	3271	10706	7684	5175	5617	3824
CDH26	0	0	0	8	2	0
SNAI1	10	33	12	26	54	10
MOCS3	120	268	272	452	266	205
STX16	1553	1192	1843	561	611	954
PPP4R1L	111	200	205	291	122	102
PMEPA1	1756	5739	4074	3222	1318	1091
RNF114	637	586	716	1341	568	397
DDX27	2184	2943	3387	3311	2795	1429
BCAS4	67	79	321	187	126	98
KCNK15	222	546	495	725	350	203
TP53TG5	0	19	4	10	11	7
PCK1	117	592	198	67	43	160
ZBP1	0	0	10	18	41	2
NEURL2	48	25	61	40	54	30
MTRR	100	413	422	685	434	350
FASTKD3	33	101	88	184	81	117
PEPD	445	1552	2173	2571	1497	772
CHST8	63	20	127	9	51	51
IQSEC2	107	252	344	269	229	183
VAMP7	227	342	256	233	208	202
IL9R	1	1	0	1	1	1
XG	18	65	51	34	47	24
STAMBP	772	1270	1538	1180	1145	614
NAGK	459	764	865	733	821	546
MCEE	27	83	106	64	120	58
PAIP2B	154	176	241	197	157	131
SNRNP27	784	791	849	791	1299	642
MPHOSPH10	300	684	593	605	804	458
IL17C	20	5	6	6	4	0
NDUFB4P12	0	2	2	2	0	0
ATP8A1	87	371	172	175	183	212
USP22	5028	13173	13953	10423	7617	7356
HIF3A	201	157	157	37	219	131
ZNF576	228	502	675	713	533	213
IRGC	0	10	0	6	0	0
ZNF45	63	424	190	195	204	166
LYPD3	18	14	14	102	29	12
PSG8	0	4	0	3	0	0
CEACAM8	30	2	2	1	2	0
NDP	357	298	403	185	515	300
USP9X	1714	5560	5073	5098	3833	3354
F13A1	0	0	0	35	137	3
GRM4	0	0	2	0	0	0
TRERF1	77	363	217	348	222	139
PACSIN1	114	334	527	691	237	240
BTN2A2	30	139	279	103	316	164
SIRT5	146	401	393	518	451	206
MRS2	105	560	466	541	563	295
WRNIP1	847	3357	2920	1708	1115	1162
RRP36	1045	1742	2668	2230	2222	972
BTN2A3P	34	71	52	71	79	27
SNRPC	1158	1466	2350	2249	2610	961
SLC17A3	0	8	4	38	0	0
SERPINB6	2740	4349	3895	4499	4998	1200
XPO5	716	2487	2283	3148	1758	1444
ABCC10	450	1438	1184	1224	813	518
HIST1H1D	0	2	3	5	0	0
PEX6	265	1886	3202	1137	2028	412
NQO2	218	611	753	610	566	237
AL365205.1	100	216	357	405	36	105
OARD1	180	227	201	105	154	85
UNC5CL	10	32	14	19	15	2
AARS2	387	1013	840	703	585	416
ZNF391	0	40	10	34	10	26
RPS10	19718	15057	22021	33890	30318	11671
MOCS1	48	210	216	429	237	104
HIST1H2BJ	7	22	47	56	12	12
MED20	160	318	448	489	412	241
OR2B6	0	0	2	0	0	0
TBCC	227	798	882	476	662	491
SPDEF	4	20	21	16	4	0
TCP11	0	0	6	7	0	7
MAD2L1BP	213	553	567	715	728	368
APOBEC2	6	0	2	2	8	0
KLHDC3	2321	3756	2862	4872	2639	2470
GNMT	42	41	32	20	16	6
DNAH8	0	0	2	3	3	0
TREM1	5	36	49	367	639	61
MEA1	2825	2628	5414	2638	3260	1168
KLHL31	0	16	10	0	0	9
COL21A1	53	189	224	552	761	146
CDKN1A	6807	19589	23928	17107	18105	12172
SOX4	5274	557	1204	611	2846	869
GLO1	1068	3200	3049	2734	2795	1845
CPNE5	12	31	8	24	18	3
RREB1	317	2607	1127	1585	999	978
SSR1	676	2963	2048	2575	2262	1535
RIOK1	1213	542	828	751	620	285
NRN1	0	224	16	22	20	8
SLC35B3	43	206	260	217	146	181
RPP40	61	143	173	213	264	209
ATXN1	485	1904	1920	2158	1202	1192
NUP153	166	1257	1101	2068	827	1105
DEK	573	822	1061	816	869	781
EEF1E1	59	276	287	332	341	169
RUNX2	797	4780	4901	4406	3536	2724
GCM2	0	2	2	0	0	2
LRRFIP1	6673	8792	8816	11519	5573	2529
AC105760.1	0	0	0	2	0	0
RAB17	12	17	17	12	3	0
CXCL6	17	168	404	93	85	217
EREG	257	2740	1204	2385	791	214
TRIM51	0	0	4	0	0	0
AP002380.1	0	4	0	0	0	0
MYRF	503	2011	734	991	807	259
AHNAK	14581	29937	33059	39778	23295	14355
EMC3	706	1797	2278	2691	2397	931
SSUH2	11	14	46	7	61	23
WNT1	8	17	9	0	15	0
SH3TC1	28	74	42	65	147	30
CNOT1	1277	5116	4384	5049	3894	3308
LRRC29	104	97	174	179	112	46
BBS2	901	1719	1575	738	1062	868
MT1G	299	351	128	102	454	74
MT2A	125340	221418	161653	128644	129923	44796
C16orf70	224	533	636	536	348	398
GOT2	1242	2458	2982	3965	2253	1291
DOK4	672	1044	1140	1356	756	458
PIWIL1	0	10	0	0	0	0
GPR18	0	2	0	0	0	0
CLYBL	160	208	269	420	305	96
TMTC4	99	300	372	340	271	188
RAP2A	348	1996	824	1047	732	669
SLC10A2	0	0	0	0	6	0
ABCC4	390	3741	3461	2382	1135	2098
EFNB2	509	5572	4901	3405	1407	2472
SOX21	0	2	4	0	6	4
TM9SF2	267	2866	2127	2489	1952	2027
C17orf53	41	61	35	32	21	19
KIF25	0	1	0	2	0	0
IRF1	195	291	372	954	681	199
UPF3B	2304	586	814	408	660	158
RNF113A	212	619	639	580	578	230
SEPT6	4571	10177	10043	9279	7097	5932
TMEM255A	0	20	17	7	13	19
NDUFA1	958	1357	1928	2242	2773	973
AMELX	3	0	7	5	1	0
DMAC2L	293	314	405	398	294	223
BMP4	10	9	61	5	56	24
PTGER2	115	474	592	238	265	331
FAM193A	522	2392	1394	1788	1190	859
GRK4	512	619	562	473	456	259
SOX9	1376	11296	5931	5467	4124	4622
TEKT3	16	30	30	0	11	0
MYH2	0	0	2	2	0	0
HS3ST3B1	193	396	432	663	281	204
SLC25A35	47	130	135	98	57	19
MRPS7	1193	1687	2334	3018	2188	1028
GGA3	324	1085	890	798	735	367
ARMC7	149	151	214	100	111	102
NUP85	457	719	940	797	599	379
SLC25A19	145	144	269	258	217	123
MIF4GD	234	206	333	356	204	177
NT5C	1015	655	2643	1231	863	459
MSTO1	266	501	850	648	386	234
C1orf61	0	0	0	2	1	4
TTF1	732	478	647	387	597	352
GTF3C4	236	1198	910	879	624	764
DDX31	161	491	570	853	479	293
PPP1R12C	3703	8982	7488	5666	4595	2336
MBOAT7	3350	17845	12849	15759	9299	4503
SRMS	0	13	3	2	1	10
OPRL1	40	55	85	53	28	37
SLC2A4RG	1827	2442	3213	2408	1986	1009
FNDC11	48	84	59	26	16	31
PPDPF	7024	7940	8548	7643	5784	4399
IL1B	0	40	0	94	228	18
PLGLB2	0	8	6	14	4	5
CHCHD5	665	557	1010	1057	915	337
PAX8	121	214	97	83	78	50
INSIG2	105	646	498	212	329	184
POLR1B	105	416	299	562	517	340
HTR5BP	0	4	0	0	7	0
CCDC93	244	995	874	816	593	514
PSD4	400	707	372	561	535	175
SLC25A23	2350	3931	4423	2253	1815	1188
PSPN	85	176	252	108	76	28
GTF2F1	3419	4446	5034	3989	3679	1680
ALKBH7	1415	1941	2205	2748	2394	893
CLPP	1674	2386	3014	2923	2248	1065
TNFSF9	18	44	14	90	34	8
GRIA3	0	55	14	0	2	0
THOC2	4131	2198	3121	6209	3161	1483
MED1	436	1271	1227	808	827	890
RPL23	14801	13929	21309	26014	20003	7749
AC046185.1	0	0	9	13	0	5
ATG4C	23	98	44	142	101	93
C3	78	90	126	79	525	30
SH2D3A	2	4	39	11	19	5
TRIP10	639	1114	2808	2463	1158	663
GPR108	935	1563	1559	1300	1034	690
TNFSF14	0	0	0	11	22	0
FOSB	19769	16067	9268	19621	15559	4817
OPA3	948	2610	2286	2000	1355	706
SNRPD2	2181	3395	2208	2663	4914	1826
RTN2	249	354	424	297	286	184
EML2	390	932	882	1395	713	391
VASP	948	2105	3124	3316	2237	1561
SYMPK	4109	6318	6243	5635	3666	2339
GPCPD1	921	3750	2410	980	2163	1166
SDCBP2	48	118	96	131	53	34
PANK2	251	500	445	393	495	334
TGM3	96	6	0	0	1	0
GNRH2	5	105	19	48	18	8
FAM182A	0	0	2	8	6	0
CD93	0	2	16	104	419	16
GZF1	445	727	476	206	697	384
NAPB	53	240	192	172	152	123
NKX2-4	0	0	0	15	8	0
CENPB	6824	3947	6217	4911	4261	2413
PSMF1	1697	1844	2620	2530	1753	772
DTD1	921	1271	1809	1281	1786	556
RBCK1	2407	3455	4179	3333	2871	1426
TMX4	3507	11031	7946	6054	7530	8359
STK35	329	1680	1029	1462	795	543
SNRPB	3954	7406	8829	14257	8117	3877
NRSN2	190	721	734	703	562	343
AP5S1	97	684	172	188	190	104
RRBP1	4256	23299	12837	6759	7934	2816
BMP2	21	126	177	42	32	4
ZNF133	264	167	474	123	448	47
FLRT3	14	366	270	469	228	560
OVOL2	0	1	1	0	3	0
GFRA4	0	5	4	0	0	0
MKKS	193	222	232	356	347	173
BFSP1	9	4	12	3	0	0
DSTN	3987	3487	8913	5289	6484	2724
LAMP5	59	338	442	54	763	338
SNRPB2	1158	1077	1798	1703	1846	801
MGME1	55	141	272	207	104	188
LRRN4	0	2	5	2	0	0
TBC1D20	671	1359	1709	725	1027	595
ITPA	857	1129	1962	2155	1587	888
TCF15	30	107	33	2	4	12
MCM8	91	107	106	58	120	84
TMEM74B	0	51	2	12	9	6
FAM110A	31	25	64	82	66	14
SIRPD	0	0	0	2	3	0
MRPS26	1471	3025	4487	3847	2171	1418
S1PR4	18	2	10	38	111	8
NCLN	1212	5611	3631	4731	2481	1591
CITED1	688	403	659	2342	1416	328
HNRNPR	934	3030	2886	3564	3401	1920
ZNF436	109	320	495	189	390	356
MAX	498	605	671	600	984	314
CHURC1-FNTB	0	0	0	184	0	96
ARMCX5	36	53	108	170	58	38
GDF5	0	0	22	26	12	34
MMP24	9	34	25	32	32	49
NECAB3	417	1167	888	1115	756	425
ID1	388	293	294	213	463	242
RALY	5439	6613	7935	8300	6561	2944
DYNLRB1	4307	3893	5993	5916	6266	2039
C20orf173	0	0	2	0	0	0
EIF2S2	3805	4079	5454	5617	5954	2215
ERGIC3	3819	6645	8133	10303	6932	2668
ROMO1	2237	2075	3631	4181	4591	1254
BPIFB9P	0	2	0	0	0	0
FAM83C	0	0	0	0	0	2
CEP250	904	3509	1527	1488	1170	743
PLAGL2	137	673	453	728	420	333
MMP24OS	1634	1377	1957	1020	1139	652
KDM5C	2407	10220	7300	6761	5673	4158
AMOT	17	28	28	13	46	35
TMEM115	1549	4038	4771	3704	3051	1542
PSMB2	996	2477	3286	2988	2953	1705
AGO3	249	1241	350	1078	374	514
UROD	628	950	1150	2579	1836	652
ST3GAL3	243	795	617	473	375	177
TMEM53	620	603	643	636	458	227
HECTD3	1858	2896	3707	4068	2608	1487
KLC1	2664	4793	5043	4929	4509	2021
XRCC3	40	407	218	384	312	151
TUBGCP3	104	294	214	269	218	197
MCF2L	99	127	49	13	96	62
F10	141	194	70	125	130	81
PCID2	263	1025	976	1606	1218	750
PROZ	2	0	0	6	2	3
LRFN3	851	1333	1766	1177	928	609
IGFLR1	379	169	343	254	228	129
CAPNS1	3946	4306	11567	9948	5991	5373
PDCD2L	88	67	201	278	202	142
GPR42	4	21	4	2	2	2
RBM42	2543	4051	5423	3988	3714	1679
KIRREL2	0	2	0	0	0	5
UBA2	640	2115	2110	1956	1675	1301
FFAR2	4	0	3	44	179	6
HCST	4	6	32	21	156	9
FFAR1	2	48	3	2	8	0
COX6B1	2028	1994	3264	3500	3636	1226
THRA	726	843	890	799	759	652
CCR7	0	0	0	12	41	2
NR1D1	542	2394	1004	3584	478	160
FRMD8	1916	4402	3232	2762	2641	1426
PRDX5	7130	12032	14866	14436	15651	4642
BCL2L12	417	522	791	664	589	321
IRF3	662	1179	1252	1404	983	485
PRMT1	3806	5773	8165	15096	7605	4154
RRAS	3052	3859	6607	6252	4117	2111
PRRG2	12	37	47	14	17	16
SCAF1	3862	10301	9918	6743	5915	3949
PRR12	730	4026	2960	3704	1663	1776
TSKS	16	2	23	0	17	0
FLRT1	0	17	0	14	10	4
ASL	2711	4373	4383	3824	3494	1235
SBDS	617	2060	2039	2208	1928	1018
CSN1S1	0	2	2	29	12	0
STATH	0	15	0	51	0	6
STAT5A	197	578	348	692	489	172
WNK4	0	14	4	6	10	0
BECN1	698	1698	1834	1764	1973	991
PRKCG	27	41	4	15	2	7
TRAP1	1476	2259	2845	3509	2531	1280
GLIS2	187	538	541	322	282	217
NSRP1	3072	1713	874	623	2407	598
DNAJC8	1624	2579	3473	3669	4074	1759
AHDC1	397	1425	1037	1571	909	892
IFI6	929	1883	3038	1471	3308	1544
DACH2	0	22	27	54	10	0
ZNF384	233	817	516	835	559	394
EMG1	632	1241	1322	2109	1306	470
UXT	1982	3248	4550	5215	3656	1693
CFP	787	750	478	295	408	147
ELK1	4644	11799	14725	11506	6139	6643
TIMM17B	1189	1285	1236	1352	1623	802
PCNX4	180	426	537	656	559	590
ATG14	71	421	415	364	405	308
KTN1	7962	13444	14939	7828	10173	6256
RHOJ	12	16	12	9	23	7
DLGAP5	14	21	14	4	47	64
L3HYPDH	82	261	346	245	294	147
HSPA2	17	111	71	83	72	39
ZBTB1	27	654	349	167	368	338
TRMT5	130	404	531	322	511	331
SGPP1	30	526	281	314	356	349
PLEKHG3	67	104	90	101	135	65
RHOT1	393	981	733	590	567	519
EVI2A	0	0	0	8	69	10
OMG	0	2	5	6	4	2
WDR60	5114	2402	2677	2765	1798	1103
AIF1L	22	72	146	124	94	195
FAM78A	328	604	946	537	868	470
NUP214	601	1466	1494	1502	1102	756
AVPR2	0	2	0	2	0	8
SLC10A3	604	1017	1180	543	250	271
MAP2K2	8407	10692	9254	9165	9948	4193
HNRNPH2	513	2690	2592	2292	2892	1696
ARMCX1	72	396	339	354	421	367
TMEM35A	0	6	16	0	6	17
NXF5	0	0	0	0	3	0
TIMM8A	80	101	124	132	117	58
ZC4H2	145	283	279	167	201	130
CANX	1659	10528	10136	7096	7363	5539
INTS11	2648	2390	2998	3062	1570	1199
IPPK	16	274	222	221	148	95
ZNF484	19	66	104	119	71	117
OMD	0	0	0	0	0	5
FGD3	27	11	24	99	427	53
HIVEP3	394	3371	1607	1893	1053	804
PPCS	154	462	723	628	695	225
EDN2	237	1376	856	1781	1551	77
BCL11B	14	0	0	14	50	2
COX7C	1977	1645	2437	3378	2585	1375
TRAF2	266	374	388	249	229	180
ABHD8	925	1189	1870	1394	1099	521
MASP1	22	51	115	20	35	27
ATP13A4	0	1	1	12	1	0
HRASLS	47	153	73	53	33	11
HELB	40	199	163	78	247	105
RAP1B	1098	2532	1932	2244	1668	1706
TSPAN8	0	10	2	2	18	0
BEST3	3	0	3	0	0	0
RAB3IP	603	451	1060	675	503	407
PTPRB	0	0	7	6	0	0
DYRK2	223	1813	1151	1107	1269	616
YEATS4	55	55	103	88	57	120
TAS2R3	0	4	0	0	3	0
TAS2R4	59	6	2	8	5	4
TAS2R5	0	11	3	0	10	3
CRYGN	0	0	3	3	0	0
LRRC61	379	262	954	556	436	318
IDUA	429	898	599	713	350	239
FGFRL1	2302	4991	2935	4262	2859	2513
TMEM175	403	658	870	956	618	337
AUNIP	0	4	35	4	30	8
PIN1	1130	1842	2424	1623	1861	765
FBXL12	135	915	303	614	363	211
EMC1	436	3123	2096	2505	1724	1202
PLA2G5	677	1077	627	451	942	399
UBR4	1368	7106	4221	4883	3627	2950
HP1BP3	835	4596	3868	3225	3042	2554
ADGRE2	7	164	75	297	245	59
SIN3B	1750	4899	3657	2500	2756	1936
SLC35E1	1086	3706	1970	1128	1286	777
EPS15L1	265	920	853	1069	767	481
KLF2	849	2799	2082	7014	4617	741
OR7C1	0	0	4	2	15	8
F2RL3	0	62	9	2	11	8
UQCR11	2838	3596	5501	6555	6484	2217
GFER	371	789	870	708	926	336
SYNGR3	18	207	337	168	184	121
PKMYT1	32	12	41	18	39	35
WFIKKN1	292	320	95	123	117	84
WDR24	517	1214	1050	1001	550	297
FBXL16	0	32	0	0	12	0
CHTF18	1152	773	961	292	386	356
TUBBP1	6	7	10	11	15	6
MACF1	4922	14603	11814	10254	7676	6511
SMARCA4	8400	7933	9402	6760	5236	3091
KDM4B	1403	7314	5527	4425	2941	2001
TICAM1	435	1391	1697	2475	870	513
METTL25	4	35	56	62	79	39
IL17B	18	4	7	7	5	0
EMC6	648	1549	1815	1771	1785	743
OR1E2	0	0	0	4	0	0
METTL16	20	512	445	408	714	533
TUBA4A	25	1270	211	146	532	50
VIL1	0	0	0	5	0	0
AAMP	1009	2646	3222	3523	3017	1601
PNKD	858	1721	2376	1653	1812	932
TNFRSF19	34	600	185	120	120	128
RNF6	151	925	713	642	685	621
ECHS1	2608	4014	4691	5970	4158	1904
ZNF835	6	94	58	21	65	44
AKAP9	1004	1693	2018	2209	2000	2164
GNG11	465	780	1503	232	949	234
SEM1	1044	1334	2702	2389	2622	821
HIP1	1065	1624	2052	1517	1221	1041
PTPN12	291	1372	734	1646	951	486
POR	2556	12427	9087	10851	5963	2797
FGL2	0	19	11	93	290	27
STYXL1	322	350	544	640	530	209
STEAP4	0	0	10	20	114	29
GNAI1	386	1224	598	577	945	593
PMS2P3	27	70	100	89	120	69
PEX1	67	288	235	208	201	247
MTERF1	29	158	112	73	152	126
SGCE	265	835	1193	1213	1079	466
RBM48	63	206	263	167	228	200
CASD1	53	171	175	147	124	232
ZNF780B	29	185	170	120	147	128
LRFN1	62	193	210	150	101	142
ZFP36	979	9102	4594	6797	7075	4524
SRD5A3	29	199	258	337	343	147
SPINK2	0	0	0	0	2	0
RASL11B	5	129	54	227	46	32
PAICS	596	5228	3527	4887	1710	1151
KDR	0	0	0	12	0	0
PPAT	78	682	299	405	248	335
TUBGCP6	934	2755	1853	2171	1387	873
ADM2	0	139	45	79	29	4
DGCR6L	946	933	1089	1014	1614	370
DGCR8	675	2246	2007	1824	1228	785
ASPHD2	93	340	398	189	182	94
VPREB3	10	8	12	15	19	0
SDF2L1	484	887	1122	673	775	238
GAL3ST1	6	16	24	9	16	6
YWHAH	892	1589	2815	4192	2199	1511
RFPL1	0	0	3	0	0	0
RFPL2	0	6	0	2	2	0
C22orf24	0	8	3	10	0	3
POM121L9P	6	6	4	3	3	4
GNAZ	204	156	197	103	203	96
MGAT3	13	517	1	43	76	38
ADORA2A	0	135	15	124	80	19
ATF4	12028	29517	20758	22488	12184	5243
A4GALT	509	748	1670	362	651	279
CDC42EP1	572	566	1975	3406	986	468
APOL3	125	141	172	135	116	39
MCHR1	8	51	22	12	26	36
TPST2	372	1240	2055	2263	1509	1057
BAIAP2L2	90	158	101	88	90	24
MPST	1784	1061	2281	1639	1362	720
GALR3	0	8	37	7	12	0
TST	1269	1254	2540	2506	2434	1451
IGLL1	10	8	4	0	0	0
APOL2	510	890	1031	826	658	252
RAC2	9	10	40	184	575	51
LIF	344	2377	874	7854	1191	366
C22orf23	18	101	112	64	55	29
APOBEC3A	22	3	24	90	230	43
APOBEC3F	486	582	765	454	463	291
RIBC2	0	10	0	8	6	0
KRT17	0	0	20	15	3	4
TBC1D27P	0	0	0	0	4	0
EMC4	641	960	910	1380	1123	565
RNF112	3	74	47	17	12	34
SPECC1	358	332	546	556	635	415
CPA4	0	5	0	0	0	0
DOCK4	30	110	32	30	80	8
POT1	119	482	511	640	348	313
ATP6V1F	1950	2553	4264	4348	4087	1492
LSM8	259	546	697	654	639	291
CDHR3	16	76	72	46	12	40
PRKRIP1	924	1955	1137	1015	936	397
VGF	1313	5563	2208	1921	1126	1159
PODXL	19	322	155	471	152	119
FOXP2	80	23	65	71	53	32
STRIP2	114	516	374	331	264	319
IFT22	262	339	448	451	559	222
MKLN1	915	1383	1768	2804	1382	526
DNAJB9	152	1054	677	511	601	362
FLNC	159	243	547	213	318	293
LRRC4	14	93	50	68	70	46
CALU	1070	3644	2767	1759	2024	1741
CCDC136	63	18	59	24	26	24
SMO	215	178	441	162	285	195
IRF5	55	84	87	52	56	30
LRRC17	56	131	56	3	97	55
KLHDC10	315	933	968	892	677	592
NDUFA5	218	553	338	341	513	395
FEZF1	0	2	0	5	0	0
OPN1SW	0	2	0	0	0	0
MRPS12	800	1103	1872	2332	1946	858
MYO1B	1483	6922	7081	6469	5269	4405
HOXD1	0	3	0	0	0	0
MTX2	115	406	534	442	445	316
PDE11A	0	3	0	3	3	0
CHN1	69	146	188	237	230	108
GAD1	0	28	31	11	19	33
EIF2S2P4	40	37	74	79	84	57
OSGEPL1	63	81	124	66	113	77
ORMDL1	333	673	834	608	405	287
HAT1	333	1208	1463	1942	1030	843
HOXD9	166	73	84	12	12	4
HOXD10	22	82	69	4	49	65
HOXD11	33	60	63	12	41	34
HERC2	2516	13053	8491	6507	4029	5131
SNRPN	3522	5499	6003	4880	4673	2312
PSMG2	295	596	836	809	724	434
TWSG1	80	688	700	764	307	799
ARHGAP22	38	57	85	31	117	28
WDFY4	0	12	3	53	106	3
EIF2AK4	1604	1866	2062	2133	1605	1334
MYO5C	5	13	6	29	18	40
CGNL1	104	21	40	30	43	97
TMOD2	10	17	26	15	47	22
TTBK2	238	421	346	483	331	374
ELL3	0	28	28	37	29	5
CCDC32	290	264	344	428	363	261
INO80	520	1452	1401	1012	824	740
ICE2	244	312	434	409	405	306
DLL4	2	3	0	0	0	8
ALDH1A2	237	342	880	422	1803	354
MINDY2	349	497	144	232	481	154
IVD	1169	3211	2510	3796	2041	1244
KNSTRN	212	193	148	198	288	113
DUT	536	1170	1399	989	1190	645
CHAC1	0	386	22	37	44	9
CLN6	208	170	261	549	200	117
ARPP19	714	1883	1897	1703	1513	1271
VPS13C	191	1080	782	1083	741	842
CALML4	27	32	32	7	23	5
ISLR	0	16	4	12	6	2
THAP10	0	29	23	8	26	21
LOXL1	0	8	18	4	7	7
ACKR4	0	0	0	10	13	3
ANAPC13	402	682	1046	915	851	356
MBD4	724	1747	1807	1584	2248	1443
COPB1	762	3317	3233	3447	3553	2691
PSMA1	623	1141	1297	1842	1239	1025
SUMF2	530	3517	2916	3243	2727	1000
PALLD	768	422	1575	1626	1517	1789
SPCS3	108	1244	1560	1100	1235	574
MYOD1	0	0	0	2	0	0
SERGEF	487	413	552	551	513	207
KCNC1	16	2	0	2	4	2
TPH1	13	45	54	16	28	30
CSRP3	0	0	0	16	0	7
E2F8	0	0	0	19	24	13
DCTD	1035	2196	2008	1750	1829	907
SOX15	7	214	79	53	70	30
PIMREG	42	37	43	54	113	46
RPAIN	238	462	852	653	828	442
USP6	2	2	1	5	1	3
SHBG	24	27	37	25	22	11
PLD2	294	1175	673	1639	659	356
AIPL1	0	1	0	0	3	0
CD68	181	808	908	1192	1009	159
TXNDC17	578	877	1255	1601	1325	352
ATP1B2	16	50	77	12	55	44
FXR2	922	2936	2794	2402	2180	1118
KIF1C	8643	4405	6414	7444	4187	2863
MPDU1	563	648	941	1381	1860	652
PHF20L1	1595	1630	1607	1135	1214	725
LRRC6	34	98	50	68	60	28
CCNT1	125	669	510	720	513	636
PUS7L	95	544	215	232	241	262
KRI1	593	1684	1821	993	1166	567
ILF3	5282	11385	9368	11455	6573	4802
SLC44A2	377	1282	1352	1385	1641	572
AP1M2	0	28	4	4	7	0
CDKN2D	210	432	458	391	351	139
MTUS1	164	153	496	168	395	214
KLK14	0	13	0	10	8	0
SIGLEC9	0	0	22	5	168	14
KLK10	0	29	9	14	10	0
NGDN	268	578	578	697	600	289
RIPK3	0	11	13	6	49	9
ADCY4	0	0	8	1	0	10
RAB2B	127	547	501	507	389	375
BCL2L2	1241	597	249	1437	1049	617
AJUBA	92	189	201	327	299	188
DTD2	31	151	178	148	146	126
PARP2	105	296	387	284	321	154
HEATR5A	117	311	239	251	343	292
FOXA1	0	11	0	3	0	0
SNX6	777	1051	1390	1155	1403	1024
EAPP	308	593	899	880	1449	583
EGLN3	38	284	49	29	17	39
MIS18BP1	14	188	69	60	127	87
NRL	22	165	132	82	65	43
RNASE1	31	295	597	132	902	601
NEDD8	2618	1723	2785	2784	3070	1037
DAD1	778	1728	1830	2821	2835	1122
TEP1	220	1039	719	763	518	758
EPB41L4A	137	312	384	195	324	249
CDO1	65	6	89	47	96	34
REEP5	515	2559	3239	4106	3077	1515
ITFG1	237	1683	1075	1472	1104	882
QRICH2	304	307	347	171	131	71
FOXJ1	13	14	10	6	21	14
SEC14L1	1616	5374	4806	6797	4726	2366
RHBDF2	366	1332	1290	1923	882	480
AANAT	0	7	0	0	23	4
ARHGEF6	797	1756	2227	1265	2022	1179
MAP7D3	700	521	764	730	771	368
FGF13	0	3	3	4	16	0
ASH2L	1355	2677	2395	1725	1754	744
TTI2	77	277	259	292	293	202
ART1	0	2	0	0	0	0
CHRNA10	54	68	53	80	19	19
CDKN1C	337	140	264	188	259	109
SGO1	39	0	22	5	7	17
CDH15	70	33	129	56	37	4
KLF16	1597	3379	2913	4805	2058	1351
TMEM8A	3906	8194	9184	10882	6052	4185
DOHH	485	847	993	769	607	357
MAU2	143	2810	2148	1371	938	821
SHC2	1474	861	1884	2139	846	774
PLPPR3	38	20	18	7	23	6
ABHD17A	3709	2342	3714	2747	3531	1836
LBP	0	0	0	10	0	0
SYT5	51	172	136	101	107	91
TNNI3	1463	1501	1989	909	2098	673
CBFA2T3	24	60	89	29	65	7
GAMT	476	857	757	2222	729	162
PUDP	278	357	565	427	309	331
ERMARD	234	459	404	465	293	160
PHF10	3529	7824	6036	2336	4029	2442
GALNT8	0	5	3	0	2	2
KCNA5	0	0	5	4	34	4
CRACR2A	1003	3151	3944	1340	1886	1893
NXNL2	17	33	40	25	38	8
STARD8	0	18	26	22	64	0
GDPD2	0	0	0	1	0	4
SAT1	14242	20351	38689	34292	32490	14843
GNL3L	941	1103	1229	1385	1031	593
SH3BP4	250	456	747	686	796	571
MOSPD2	87	346	221	217	257	267
DOCK6	598	1510	1130	1008	787	622
ECSIT	641	889	1127	1068	1129	442
LDLR	9580	76724	25311	14602	20438	7159
ELOF1	1825	1567	2219	1837	1783	747
TSPAN16	0	0	0	3	0	0
ANGPTL8	6	1	6	4	2	0
PRKCSH	4357	13311	12862	13612	7044	4020
CNN1	127	129	112	27	76	84
CDC16	729	1289	2064	1467	1407	767
ZSCAN10	0	0	7	0	0	0
THEM6	28	398	216	208	231	87
NECTIN2	5368	18480	19921	17529	12679	6462
APOE	42972	76395	136519	38922	55280	24566
AC011481.1	1373	3846	3269	4553	2197	1324
APOC1	902	2424	1985	4331	1929	611
GADD45G	3344	3413	2414	2302	2064	850
LRCH2	23	185	144	94	216	166
DPP6	0	14	4	2	5	0
XPO7	529	1626	1357	1247	1006	814
ACE2	306	6807	2252	1275	1977	923
FAM98C	175	215	300	289	276	141
SAFB2	2771	3721	3924	3075	3158	1417
RPL36	22116	11946	19430	19760	20178	6126
ATP8B3	51	623	256	252	137	111
GDF1	81	60	101	19	41	26
NCAN	0	2	2	0	0	0
KIF1A	275	530	294	92	511	277
